#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,13:44,IND 18,3,1:30,5,Punt
2,1,9:51,IND 30,11,6:34,70,Touchdown
3,1,2:24,IND 20,10,4:46,50,Field Goal
4,2,8:00,IND 47,4,1:22,31,Fumble
5,2,0:58,IND 25,7,0:58,45,Field Goal
6,3,15:00,IND 25,11,5:58,45,Missed FG
7,3,1:51,IND 30,2,0:50,70,Touchdown
8,4,13:59,IND 5,3,1:27,3,Punt
9,4,11:36,IND 25,4,1:56,15,Punt
10,4,8:00,IND 18,5,2:53,82,Touchdown
11,4,0:47,IND 16,2,0:47,-2,End of Game
