Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
CeeDee Lamb,DAL,11,9,149,2,8,97,10.8,52,5.8,10.6,0,,0,0.0,0,158.3
Ezekiel Elliott,DAL,9,7,50,0,3,12,1.7,38,5.4,0.4,0,,1,11.1,0,89.8
Dalton Schultz,DAL,6,5,79,0,4,44,8.8,35,7.0,7.3,1,5.0,0,0.0,0,118.7
Amari Cooper,DAL,8,5,55,0,3,43,8.6,12,2.4,16.6,1,5.0,0,0.0,0,82.8
Cedrick Wilson Jr.,DAL,7,4,42,0,3,24,6.0,18,4.5,9.0,0,,0,0.0,1,35.1
Tony Pollard,DAL,3,3,22,0,1,6,2.0,16,5.3,2.0,0,,0,0.0,0,97.2
Noah Brown,DAL,2,2,47,0,2,21,10.5,26,13.0,10.5,0,,0,0.0,0,118.7
Blake Jarwin,DAL,2,1,1,1,1,1,1.0,0,0.0,8.5,0,,0,0.0,0,95.8
Malik Turner,DAL,1,0,0,0,,0,,0,,35.0,0,,0,0.0,0,39.6
Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Jakobi Meyers,NWE,6,5,44,0,3,42,8.4,2,0.4,8.0,0,,0,0.0,0,97.2
Rhamondre Stevenson,NWE,3,3,39,0,2,9,3.0,30,10.0,3.0,1,3.0,0,0.0,0,118.7
Hunter Henry,NWE,2,2,25,1,1,23,11.5,2,1.0,11.5,0,,0,0.0,0,158.3
Nelson Agholor,NWE,4,1,27,0,1,26,26.0,1,1.0,13.8,0,,1,25.0,0,55.2
Damien Harris,NWE,1,1,7,0,0,-4,-4.0,11,11.0,-4.0,0,,0,0.0,0,95.8
Kendrick Bourne,NWE,2,1,75,1,1,31,31.0,44,44.0,18.5,0,,0,0.0,1,95.8
Jonnu Smith,NWE,2,1,9,0,,1,1.0,8,8.0,0.5,0,,0,0.0,0,62.5
Brandon Bolden,NWE,1,1,3,0,1,3,3.0,0,0.0,3.0,0,,0,0.0,0,79.2
