#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,15:00,KAN 25,8,4:04,58,Field Goal
2,1,5:11,KAN 20,6,2:18,53,Field Goal
3,1,0:57,KAN 22,4,1:41,78,Touchdown
4,2,12:09,KAN 24,12,4:53,76,Touchdown
5,2,3:35,KAN 31,2,0:42,3,Interception
6,2,1:35,KAN 25,5,0:29,23,Interception
7,2,0:09,KAN 25,1,0:09,-1,End of Half
8,3,13:03,KAN 25,3,1:57,-1,Punt
9,3,9:01,KAN 23,3,1:25,9,Punt
10,3,5:06,KAN 28,9,4:28,72,Touchdown
11,4,10:49,KAN 25,3,2:16,9,Punt
12,4,7:19,DEN 41,3,1:30,6,Interception
13,4,4:21,KAN 15,10,4:21,49,End of Game
