Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Keenan Allen,LAC,11,8,102,2,7,56,7.0,46,5.8,8.3,0,,0,0.0,0,140.9
Mike Williams,LAC,5,4,32,0,1,15,3.8,17,4.3,9.8,0,,0,0.0,0,93.3
Austin Ekeler,LAC,4,4,36,0,2,-2,-0.5,38,9.5,-0.5,0,,0,0.0,0,104.2
Josh Palmer,LAC,6,4,39,0,2,12,3.0,27,6.8,5.3,0,,1,16.7,0,84.7
DeAndre Carter,LAC,5,3,43,0,2,16,5.3,27,9.0,13.4,0,,0,0.0,0,87.9
Gerald Everett,LAC,5,3,8,1,2,1,0.3,7,2.3,1.8,0,,2,40.0,0,104.2
Donald Parham,LAC,2,2,31,0,1,25,12.5,6,3.0,12.5,0,,0,0.0,0,118.7
Joshua Kelley,LAC,4,1,6,0,0,3,3.0,3,3.0,3.0,0,,2,50.0,0,39.6
Larry Rountree,LAC,1,1,1,0,,-7,-7.0,8,8.0,-7.0,0,,0,0.0,0,79.2
Tre' McKitty,LAC,1,0,0,0,,0,,0,,3.0,0,,0,0.0,0,39.6
Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Jerry Jeudy,DEN,6,5,154,0,3,126,25.2,28,5.6,26.2,0,,0,0.0,0,118.7
Courtland Sutton,DEN,7,3,33,1,1,31,10.3,2,0.7,14.9,0,,0,0.0,0,97.0
Freddie Swain,DEN,3,2,54,0,1,44,22.0,10,5.0,17.0,0,,0,0.0,0,109.7
Latavius Murray,DEN,1,1,15,0,1,-6,-6.0,21,21.0,-6.0,0,,0,0.0,0,118.7
Eric Tomlinson,DEN,1,1,3,1,1,3,3.0,0,0.0,3.0,0,,0,0.0,0,118.7
Tyler Badie,DEN,1,1,24,1,1,-7,-7.0,31,31.0,-7.0,0,,0,0.0,0,158.3
Albert Okwuegbunam,DEN,1,0,0,0,,0,,0,,27.0,0,,0,0.0,0,39.6
Andrew Beck,DEN,2,0,0,0,,0,,0,,-3.0,0,,0,0.0,1,0.0
