Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
D'Ernest Johnson,CLE,8,7,58,0,3,2,0.3,56,8.0,1.3,1,7.0,0,0.0,0,96.9
Austin Hooper,CLE,5,4,25,1,3,18,4.5,7,1.8,4.2,0,,0,0.0,0,127.1
Jarvis Landry,CLE,5,4,26,0,3,5,1.3,21,5.3,1.4,0,,0,0.0,0,88.3
Harrison Bryant,CLE,2,2,18,0,2,7,3.5,11,5.5,3.5,0,,0,0.0,0,104.2
David Njoku,CLE,4,1,11,0,,5,5.0,6,6.0,8.5,0,,1,25.0,1,0.0
Donovan Peoples-Jones,CLE,5,1,16,0,1,15,15.0,1,1.0,14.2,0,,1,20.0,0,40.4
Rashard Higgins,CLE,1,0,0,0,,0,,0,,44.0,0,,0,0.0,0,39.6
Anthony Schwartz,CLE,1,0,0,0,,0,,0,,26.0,0,,0,0.0,0,39.6
Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Kendrick Bourne,NWE,4,4,98,1,4,43,10.8,55,13.8,10.8,0,,0,0.0,0,158.3
Hunter Henry,NWE,4,4,37,2,4,35,8.8,2,0.5,8.8,0,,0,0.0,0,144.8
Jakobi Meyers,NWE,4,4,49,1,4,34,8.5,15,3.8,8.5,1,4.0,0,0.0,0,157.3
Rhamondre Stevenson,NWE,5,4,14,0,0,-7,-1.8,21,5.3,-1.2,2,2.0,1,20.0,0,79.2
Brandon Bolden,NWE,3,3,38,0,2,-6,-2.0,44,14.7,-2.0,0,,0,0.0,0,118.7
Nelson Agholor,NWE,4,2,21,0,2,14,7.0,7,3.5,14.5,0,,0,0.0,0,65.6
N'Keal Harry,NWE,1,1,26,0,1,24,24.0,2,2.0,24.0,0,,0,0.0,0,118.7
