Unnamed: 0_level_0,Unnamed: 1_level_0,Off.,Off.,Def.,Def.,ST,ST
Player,Pos,Num,Pct,Num,Pct,Num,Pct
Isaiah Wynn,G,65,100%,0,0%,2,7%
Robert Hunt,G,65,100%,0,0%,2,7%
Liam Eichenberg,G,65,100%,0,0%,2,7%
Tua Tagovailoa,QB,65,100%,0,0%,0,0%
Austin Jackson,T,65,100%,0,0%,0,0%
Durham Smythe,TE,55,85%,0,0%,14,50%
Jaylen Waddle,WR,49,75%,0,0%,0,0%
Tyreek Hill,WR,47,72%,0,0%,0,0%
Kendall Lamm,T,43,66%,0,0%,2,7%
De'Von Achane,RB,39,60%,0,0%,1,4%
Braxton Berrios,WR,32,49%,0,0%,9,32%
Raheem Mostert,RB,28,43%,0,0%,0,0%
Cedrick Wilson Jr.,WR,23,35%,0,0%,1,4%
Terron Armstead,T,22,34%,0,0%,0,0%
Alec Ingold,FB,20,31%,0,0%,12,43%
Robbie Chosen,WR,18,28%,0,0%,0,0%
Julian Hill,TE,10,15%,0,0%,0,0%
Salvon Ahmed,RB,4,6%,0,0%,1,4%
Brandon Jones,FS,0,0%,58,100%,12,43%
Xavien Howard,CB,0,0%,58,100%,0,0%
Kader Kohou,CB,0,0%,58,100%,0,0%
Jevon Holland,SS,0,0%,55,95%,4,14%
David Long,LB,0,0%,54,93%,3,11%
Bradley Chubb,LB,0,0%,48,83%,1,4%
Andrew Van Ginkel,LB,0,0%,44,76%,11,39%
Jerome Baker,LB,0,0%,44,76%,0,0%
Zach Sieler,DE,0,0%,43,74%,11,39%
Christian Wilkins,DE,0,0%,42,72%,11,39%
Justin Bethel,CB,0,0%,39,67%,17,61%
Raekwon Davis,NT,0,0%,23,40%,9,32%
Duke Riley,LB,0,0%,18,31%,26,93%
Emmanuel Ogbah,DE,0,0%,17,29%,9,32%
Da'Shawn Hand,DE,0,0%,16,28%,0,0%
Kelvin Joseph,CB,0,0%,6,10%,26,93%
Brandon Pili,NT,0,0%,5,9%,8,29%
Cameron Goode,LB,0,0%,4,7%,14,50%
Elijah Campbell,SS,0,0%,3,5%,23,82%
Chase Winovich,DE,0,0%,3,5%,17,61%
Channing Tindall,LB,0,0%,0,0%,17,61%
Cam Smith,CB,0,0%,0,0%,15,54%
Chris Brooks,RB,0,0%,0,0%,10,36%
Jake Bailey,P,0,0%,0,0%,6,21%
Jason Sanders,K,0,0%,0,0%,5,18%
Blake Ferguson,LS,0,0%,0,0%,5,18%
Lester Cotton,G,0,0%,0,0%,2,7%
