Unnamed: 0_level_0,Unnamed: 1_level_0,Off.,Off.,Def.,Def.,ST,ST
Player,Pos,Num,Pct,Num,Pct,Num,Pct
Ethan Pocic,C,87,100%,0,0%,4,13%
Jedrick Wills Jr.,T,87,100%,0,0%,4,13%
Joel Bitonio,G,87,100%,0,0%,4,13%
Wyatt Teller,G,87,100%,0,0%,4,13%
Deshaun Watson,QB,87,100%,0,0%,0,0%
Dawand Jones,T,87,100%,0,0%,0,0%
Donovan Peoples-Jones,WR,76,87%,0,0%,7,23%
David Njoku,TE,74,85%,0,0%,0,0%
Elijah Moore,WR,67,77%,0,0%,0,0%
Amari Cooper,WR,63,72%,0,0%,0,0%
Jerome Ford,RB,43,49%,0,0%,2,6%
Harrison Bryant,TE,26,30%,0,0%,11,36%
Nick Chubb,RB,18,21%,0,0%,0,0%
Marquise Goodwin,WR,15,17%,0,0%,0,0%
Pierre Strong,RB,13,15%,0,0%,15,49%
David Bell,WR,11,13%,0,0%,4,13%
Cedric Tillman,WR,9,10%,0,0%,4,13%
Michael Dunn,G,9,10%,0,0%,4,13%
Jordan Akins,TE,9,10%,0,0%,0,0%
Nick Harris,C,2,2%,0,0%,4,13%
Grant Delpit,SS,0,0%,54,100%,12,39%
Juan Thornhill,FS,0,0%,54,100%,0,0%
Denzel Ward,CB,0,0%,46,85%,4,13%
Greg Newsome II,CB,0,0%,41,76%,5,16%
Myles Garrett,DE,0,0%,41,76%,4,13%
Martin Emerson,CB,0,0%,41,76%,4,13%
Anthony Walker,LB,0,0%,40,74%,15,49%
Za'Darius Smith,DE,0,0%,36,66%,2,6%
Dalvin Tomlinson,DT,0,0%,35,65%,3,10%
Jeremiah Owusu-Koramoah,LB,0,0%,33,61%,9,29%
Ogbonnia Okoronkwo,DE,0,0%,33,61%,3,10%
Sione Takitaki,LB,0,0%,31,57%,15,49%
Jordan Elliott,DT,0,0%,24,44%,11,36%
Maurice Hurst Jr.,DT,0,0%,22,41%,4,13%
Shelby Harris,DT,0,0%,21,39%,7,23%
Rodney McLeod,FS,0,0%,19,35%,12,39%
Alex Wright,DE,0,0%,11,20%,0,0%
Cameron Mitchell,CB,0,0%,10,18%,23,74%
Mike Ford,CB,0,0%,4,7%,27,87%
Matthew Adams,LB,0,0%,0,0%,27,87%
Tony Fields,LB,0,0%,0,0%,20,65%
D'Anthony Bell,SS,0,0%,0,0%,20,65%
Mohamoud Diabate,LB,0,0%,0,0%,15,49%
Charley Hughlett,LS,0,0%,0,0%,9,29%
Dustin Hopkins,K,0,0%,0,0%,9,29%
Corey Bojorquez,P,0,0%,0,0%,9,29%
James Hudson,T,0,0%,0,0%,4,13%
