Unnamed: 0_level_0,Unnamed: 1_level_0,Off.,Off.,Def.,Def.,ST,ST
Player,Pos,Num,Pct,Num,Pct,Num,Pct
Jonah Williams,T,56,100%,0,0%,2,6%
Cordell Volson,G,56,100%,0,0%,2,6%
Orlando Brown Jr.,T,56,100%,0,0%,2,6%
Ted Karras,C,56,100%,0,0%,0,0%
Alex Cappa,G,56,100%,0,0%,0,0%
Ja'Marr Chase,WR,54,96%,0,0%,0,0%
Tee Higgins,WR,53,95%,0,0%,0,0%
Joe Burrow,QB,52,93%,0,0%,0,0%
Tyler Boyd,WR,47,84%,0,0%,0,0%
Joe Mixon,RB,35,63%,0,0%,0,0%
Irv Smith Jr.,TE,30,54%,0,0%,0,0%
Drew Sample,TE,18,32%,0,0%,8,26%
Trayveon Williams,RB,16,29%,0,0%,25,81%
Trenton Irwin,WR,12,21%,0,0%,0,0%
Chris Evans,RB,7,13%,0,0%,25,81%
Mitchell Wilcox,TE,7,13%,0,0%,18,58%
Jake Browning,QB,4,7%,0,0%,0,0%
Andrei Iosivas,WR,1,2%,0,0%,25,81%
Logan Wilson,LB,0,0%,74,100%,4,13%
Daxton Hill,FS,0,0%,73,99%,4,13%
Cam Taylor-Britt,CB,0,0%,73,99%,4,13%
Nick Scott,SS,0,0%,72,97%,4,13%
Germaine Pratt,LB,0,0%,66,89%,3,10%
Sam Hubbard,DE,0,0%,61,82%,0,0%
B.J. Hill,DT,0,0%,56,76%,4,13%
Mike Hilton,CB,0,0%,55,74%,0,0%
D.J. Reader,NT,0,0%,51,69%,3,10%
Trey Hendrickson,DE,0,0%,44,59%,0,0%
Chidobe Awuzie,CB,0,0%,43,58%,2,6%
DJ Turner,CB,0,0%,35,47%,11,35%
Zachary Carter,DT,0,0%,31,42%,0,0%
Cameron Sample,DE,0,0%,29,39%,9,29%
Josh Tupou,NT,0,0%,25,34%,3,10%
Myles Murphy,DE,0,0%,13,18%,4,13%
Akeem Davis-Gaither,LB,0,0%,5,7%,26,84%
Jay Tufele,NT,0,0%,3,4%,4,13%
Jalen Davis,CB,0,0%,2,3%,9,29%
Jordan Battle,SS,0,0%,1,1%,25,81%
Markus Bailey,LB,0,0%,1,1%,25,81%
Joe Bachie,LB,0,0%,1,1%,25,81%
Tycen Anderson,SS,0,0%,0,0%,25,81%
Brad Robbins,P,0,0%,0,0%,12,39%
Cal Adomitis,LS,0,0%,0,0%,12,39%
Charlie Jones,WR,0,0%,0,0%,8,26%
Evan McPherson,K,0,0%,0,0%,4,13%
Max Scharping,G,0,0%,0,0%,2,6%
Cody Ford,G,0,0%,0,0%,2,6%
