Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Christian Kirk,JAX,8,6,104,0,5,64,10.7,40,6.7,11.1,1,6.0,0,0.0,0,116.7
Evan Engram,JAX,7,5,30,1,2,16,3.2,14,2.8,4.4,0,,1,14.3,0,119.0
Travis Etienne,JAX,3,3,12,0,1,-8,-2.7,20,6.7,-2.7,0,,0,0.0,0,83.3
Zay Jones,JAX,7,2,16,0,,8,4.0,8,4.0,7.0,0,,3,42.9,0,39.6
Luke Farrell,JAX,1,1,3,0,,3,3.0,0,0.0,3.0,0,,0,0.0,0,79.2
Marvin Jones,JAX,4,1,17,0,1,17,17.0,0,0.0,20.0,0,,0,0.0,0,44.8
Tim Jones,JAX,1,1,3,0,,3,3.0,0,0.0,3.0,0,,0,0.0,0,79.2
Jamal Agnew,JAX,1,0,0,0,0,0,,0,,4.0,0,,0,0.0,0,39.6
Chris Manhertz,JAX,1,0,0,0,,0,,0,,13.0,0,,0,0.0,0,39.6
Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Amon-Ra St. Brown,DET,12,11,114,2,9,69,6.3,45,4.1,6.3,0,,0,0.0,0,145.8
DJ Chark,DET,6,5,98,0,3,89,17.8,9,1.8,18.0,0,,0,0.0,0,118.7
D'Andre Swift,DET,6,4,49,0,4,-4,-1.0,53,13.3,-1.3,0,,0,0.0,0,91.7
Josh Reynolds,DET,4,3,19,0,2,14,4.7,5,1.7,4.5,0,,0,0.0,0,84.4
Justin Jackson,DET,5,3,19,0,1,-3,-1.0,22,7.3,-0.8,1,3.0,1,20.0,0,67.9
Kalif Raymond,DET,2,2,12,0,,10,5.0,2,1.0,5.0,0,,0,0.0,0,91.7
Brock Wright,DET,2,2,25,0,2,2,1.0,23,11.5,1.0,0,,0,0.0,0,118.7
Shane Zylstra,DET,1,1,4,0,,4,4.0,0,0.0,4.0,0,,0,0.0,0,83.3
Jameson Williams,DET,1,0,0,0,,0,,0,,22.0,0,,0,0.0,0,39.6
