Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%
Zach Cunningham,HOU,0,5,5,100.0%,25,5.0,5.0,0,87.5,3.0,15,10,0,0,0,0.0,0,7,2,22.2%
Kamu Grugier-Hill,HOU,0,4,3,75.0%,33,11.0,8.3,0,99.0,7.5,5,28,1,0,0,1.0,1,9,0,0.0%
Vernon Hargreaves III,HOU,0,3,3,100.0%,48,16.0,16.0,0,118.7,16.0,48,0,0,0,0,0.0,0,5,2,28.6%
Eric Murray,HOU,0,2,2,100.0%,12,6.0,6.0,0,91.7,2.0,4,8,0,0,0,0.0,0,5,2,28.6%
Christian Kirksey,HOU,0,2,2,100.0%,32,16.0,16.0,0,118.7,5.5,11,21,2,0,0,0.0,0,6,0,0.0%
Roy Lopez,HOU,0,1,1,100.0%,3,3.0,3.0,0,79.2,-5.0,-5,8,0,0,0,0.0,0,0,3,100.0%
Justin Reid,HOU,1,2,1,50.0%,14,14.0,7.0,0,33.3,15.5,15,-1,0,0,0,0.0,0,4,2,33.3%
Desmond King,HOU,0,1,1,100.0%,33,33.0,33.0,1,158.3,-3.0,-3,36,0,0,0,0.0,0,1,1,50.0%
Lonnie Johnson Jr.,HOU,0,1,1,100.0%,13,13.0,13.0,0,118.7,0.0,0,13,0,0,0,0.0,0,2,0,0.0%
Jacob Martin,HOU,0,0,0,,,,,,,,,,1,0,0,1.0,1,1,0,0.0%
Terrance Mitchell,HOU,0,0,0,,,,,,,,,,0,0,0,0.0,0,3,1,25.0%
Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%
Denzel Ward,CLE,0,7,6,85.7%,84,14.0,12.0,0,116.7,8.1,51,33,0,0,0,0.0,0,4,0,0.0%
Ronnie Harrison,CLE,0,3,3,100.0%,61,20.3,20.3,1,158.3,7.0,21,40,0,0,0,0.0,0,7,0,0.0%
Malcolm Smith,CLE,1,3,2,66.7%,16,8.0,5.3,0,40.3,3.0,-1,17,2,0,0,0.0,0,8,3,27.3%
Grant Delpit,CLE,0,1,1,100.0%,35,35.0,35.0,0,118.7,19.0,19,16,1,0,1,1.0,2,6,1,14.3%
Troy Hill,CLE,0,1,1,100.0%,2,2.0,2.0,1,118.7,1.0,1,1,1,0,0,0.0,0,1,1,50.0%
Malik McDowell,CLE,0,1,1,100.0%,14,14.0,14.0,0,118.7,-1.0,-1,15,0,0,0,0.0,0,1,1,50.0%
Greg Newsome II,CLE,0,4,1,25.0%,6,6.0,1.5,0,39.6,15.3,5,1,0,0,0,0.0,0,3,1,25.0%
Jeremiah Owusu-Koramoah,CLE,0,2,1,50.0%,13,13.0,6.5,0,70.8,4.0,4,9,0,0,0,0.0,0,3,1,25.0%
Sione Takitaki,CLE,0,2,1,50.0%,-1,-1.0,-0.5,0,56.2,3.0,-1,0,1,0,0,0.0,0,2,0,0.0%
Mack Wilson,CLE,0,2,1,50.0%,-3,-3.0,-1.5,0,56.2,4.5,-5,2,0,0,0,0.0,0,6,1,14.3%
Jadeveon Clowney,CLE,0,0,0,,,,,,,,,,0,0,2,0.0,2,3,0,0.0%
John Johnson,CLE,0,2,0,0.0%,,,0.0,,39.6,30.5,,,0,0,0,0.0,0,4,1,20.0%
Takkarist McKinley,CLE,0,0,0,,,,,,,,,,1,0,0,0.0,0,4,1,20.0%
Myles Garrett,CLE,0,0,0,,,,,,,,,,0,0,0,0.0,0,3,2,40.0%
