Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Robert Woods,TEN,2,2,26,0,2,12,6.0,14,7.0,6.0,0,,0,0.0,0,118.7
Derrick Henry,TEN,1,1,9,0,0,2,2.0,7,7.0,2.0,2,0.5,0,0.0,0,104.2
Dontrell Hilliard,TEN,1,1,12,0,1,-4,-4.0,16,16.0,-4.0,0,,0,0.0,0,116.7
Austin Hooper,TEN,1,1,5,0,,1,1.0,4,4.0,1.0,0,,0,0.0,0,87.5
Chigoziem Okonkwo,TEN,2,1,3,0,,3,3.0,0,0.0,11.0,0,,0,0.0,0,56.2
Cody Hollister,TEN,1,0,0,0,,0,,0,,14.0,0,,0,0.0,1,0.0
Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Brandin Cooks,HOU,6,4,73,0,2,67,16.8,6,1.5,17.5,0,,0,0.0,0,108.3
Dameon Pierce,HOU,5,3,16,1,1,0,0.0,16,5.3,2.6,2,1.5,0,0.0,0,105.0
Troy Hairston,HOU,2,2,7,0,,2,1.0,5,2.5,1.0,0,,0,0.0,0,81.2
O.J. Howard,HOU,3,2,24,0,1,13,6.5,11,5.5,8.0,0,,0,0.0,0,91.0
Brevin Jordan,HOU,5,2,19,0,1,0,0.0,19,9.5,1.2,0,,0,0.0,1,11.7
Jordan Akins,HOU,2,1,5,0,,5,5.0,0,0.0,6.0,0,,0,0.0,0,56.2
Rex Burkhead,HOU,1,1,2,0,,0,0.0,2,2.0,0.0,0,,0,0.0,0,79.2
Phillip Dorsett,HOU,5,1,6,0,,6,6.0,0,0.0,15.0,0,,1,20.0,0,39.6
Dare Ogunbowale,HOU,1,1,0,0,,-1,-1.0,1,1.0,-1.0,0,,0,0.0,0,79.2
