Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Javonte Williams,DEN,7,6,32,1,2,-21,-3.5,53,8.8,-3.0,0,,1,14.3,0,125.3
Courtland Sutton,DEN,5,5,68,0,4,61,12.2,7,1.4,12.2,0,,0,0.0,0,118.7
Noah Fant,DEN,7,5,39,0,1,14,2.8,25,5.0,3.1,0,,0,0.0,0,84.8
Tim Patrick,DEN,5,2,16,0,1,16,8.0,0,0.0,12.2,0,,0,0.0,0,48.7
Melvin Gordon,DEN,3,2,14,1,1,4,2.0,10,5.0,1.3,0,,0,0.0,0,116.7
Kendall Hinton,DEN,2,2,15,0,2,9,4.5,6,3.0,4.5,0,,0,0.0,0,97.9
Eric Saubert,DEN,1,1,3,0,,2,2.0,1,1.0,2.0,0,,0,0.0,0,79.2
John Brown,DEN,1,0,0,0,,0,,0,,31.0,0,,0,0.0,1,0.0
Tyrie Cleveland,DEN,1,0,0,0,,0,,0,,5.0,0,,0,0.0,0,39.6
Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Jarvis Landry,CLE,8,5,37,0,3,23,4.6,14,2.8,6.9,0,,0,0.0,0,73.4
Demetric Felton,CLE,3,3,21,0,1,-8,-2.7,29,9.7,-2.7,0,,0,0.0,0,95.8
Austin Hooper,CLE,3,2,42,0,1,3,1.5,39,19.5,1.0,1,2.0,0,0.0,0,109.7
D'Ernest Johnson,CLE,2,2,22,0,1,-2,-1.0,24,12.0,-1.0,1,2.0,0,0.0,0,112.5
David Njoku,CLE,2,2,18,0,1,0,0.0,18,9.0,0.0,0,,0,0.0,0,104.2
Anthony Schwartz,CLE,3,2,22,0,1,21,10.5,1,0.5,23.0,0,,0,0.0,0,88.2
Odell Beckham Jr.,CLE,6,2,23,0,1,23,11.5,0,0.0,13.5,0,,1,16.7,0,45.8
Rashard Higgins,CLE,2,1,-2,0,,-2,-2.0,0,0.0,5.0,0,,0,0.0,0,56.2
Johnny Stanton,CLE,1,1,1,1,1,1,1.0,0,0.0,1.0,0,,0,0.0,0,118.7
Harrison Bryant,CLE,2,1,15,0,1,13,13.0,2,2.0,6.5,0,,1,50.0,0,75.0
