Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Drake London,ATL,7,6,54,0,3,31,5.2,23,3.8,5.1,0,,0,0.0,0,98.8
Tyler Allgeier,ATL,3,3,53,0,1,20,6.7,33,11.0,6.7,0,,0,0.0,0,118.7
Jonnu Smith,ATL,3,3,27,0,2,21,7.0,6,2.0,7.0,0,,0,0.0,0,104.2
Kyle Pitts,ATL,5,3,47,0,1,25,8.3,22,7.3,9.2,0,,0,0.0,0,91.2
Keith Smith,ATL,1,1,-1,0,,-4,-4.0,3,3.0,-4.0,0,,0,0.0,0,79.2
KhaDarel Hodge,ATL,1,1,19,0,1,12,12.0,7,7.0,12.0,0,,0,0.0,0,118.7
Van Jefferson,ATL,2,1,5,0,,5,5.0,0,0.0,8.0,0,,0,0.0,0,56.2
Scott Miller,ATL,1,1,46,0,1,45,45.0,1,1.0,45.0,0,,0,0.0,0,118.7
Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Rachaad White,TAM,6,6,65,0,3,2,0.3,63,10.5,0.3,1,6.0,0,0.0,0,111.8
Chris Godwin,TAM,12,6,66,0,3,28,4.7,38,6.3,8.1,0,,0,0.0,0,66.7
Mike Evans,TAM,8,6,82,1,3,59,9.8,23,3.8,10.9,0,,0,0.0,0,146.9
Cade Otton,TAM,6,5,43,0,3,27,5.4,16,3.2,7.0,0,,0,0.0,1,56.9
Deven Thompkins,TAM,3,3,14,0,1,0,0.0,14,4.7,0.0,0,,0,0.0,0,86.1
Trey Palmer,TAM,2,1,5,0,,5,5.0,0,0.0,3.5,0,,0,0.0,0,56.2
Rakim Jarrett,TAM,2,0,0,0,,0,,0,,31.5,0,,0,0.0,0,39.6
Ke'Shawn Vaughn,TAM,1,0,0,0,,0,,0,,2.0,0,,1,100.0,0,39.6
Payne Durham,TAM,1,0,0,0,,0,,0,,5.0,0,,1,100.0,0,39.6
