Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Terry McLaurin,WAS,12,7,122,1,5,72,10.3,50,7.1,11.9,1,7.0,0,0.0,0,120.8
Ricky Seals-Jones,WAS,7,6,51,0,4,26,4.3,25,4.2,4.1,0,,0,0.0,0,97.0
J.D. McKissic,WAS,6,4,34,0,2,-4,-1.0,38,9.5,0.2,0,,0,0.0,0,81.2
Adam Humphries,WAS,4,3,36,0,3,32,10.7,4,1.3,11.0,0,,0,0.0,1,62.5
Antonio Gibson,WAS,2,2,5,0,0,-12,-6.0,17,8.5,-6.0,0,,0,0.0,0,79.2
Dax Milne,WAS,4,2,16,0,1,8,4.0,8,4.0,9.5,0,,0,0.0,0,60.4
DeAndre Carter,WAS,1,1,4,0,0,4,4.0,0,0.0,4.0,0,,0,0.0,0,83.3
Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Davante Adams,GNB,7,6,76,1,4,52,8.7,24,4.0,8.3,0,,0,0.0,0,151.5
Aaron Jones,GNB,5,5,20,0,2,-12,-2.4,32,6.4,-2.4,0,,0,0.0,0,83.3
Allen Lazard,GNB,6,5,60,1,4,37,7.4,23,4.6,8.0,0,,0,0.0,0,147.9
Robert Tonyan,GNB,5,4,63,1,3,43,10.8,20,5.0,8.0,0,,0,0.0,0,158.3
Randall Cobb,GNB,4,3,22,0,1,15,5.0,7,2.3,5.0,0,,1,25.0,0,87.5
Marcedes Lewis,GNB,3,3,31,0,2,12,4.0,19,6.3,4.0,1,3.0,0,0.0,0,109.7
AJ Dillon,GNB,2,1,2,0,,4,4.0,-2,-2.0,2.5,0,,0,0.0,0,56.2
Kylin Hill,GNB,1,0,0,0,,0,,0,,5.0,0,,0,0.0,0,39.6
Equanimeous St. Brown,GNB,1,0,0,0,0,0,,0,,28.0,0,,0,0.0,0,39.6
