Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Robert Woods,LAR,14,12,150,0,8,103,8.6,47,3.9,10.1,0,,0,0.0,0,111.3
Cooper Kupp,LAR,10,7,92,0,4,80,11.4,12,1.7,12.4,0,,0,0.0,0,98.7
Tyler Higbee,LAR,2,2,14,1,1,12,6.0,2,1.0,6.0,1,2.0,0,0.0,0,135.4
Darrell Henderson,LAR,1,1,17,0,1,-5,-5.0,22,22.0,-5.0,0,,0,0.0,0,118.7
DeSean Jackson,LAR,3,1,68,0,1,40,40.0,28,28.0,28.7,0,,0,0.0,0,81.9
Van Jefferson,LAR,4,1,16,0,1,12,12.0,4,4.0,19.8,0,,1,25.0,0,43.7
Sony Michel,LAR,1,1,8,0,0,6,6.0,2,2.0,6.0,0,,0,0.0,0,100.0
Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Tyler Lockett,SEA,10,5,57,0,3,55,11.0,2,0.4,15.9,0,,0,0.0,2,27.9
D.K. Metcalf,SEA,5,5,98,2,5,79,15.8,19,3.8,15.8,2,2.5,0,0.0,0,158.3
Alex Collins,SEA,3,2,25,0,1,-11,-5.5,36,18.0,0.0,0,,0,0.0,0,92.4
DeeJay Dallas,SEA,2,2,32,0,1,20,10.0,12,6.0,10.0,1,2.0,0,0.0,0,118.7
Will Dissly,SEA,4,2,29,0,1,17,8.5,12,6.0,7.5,0,,1,25.0,0,74.0
Penny Hart,SEA,2,2,19,0,1,1,0.5,18,9.0,0.5,0,,0,0.0,0,106.2
Travis Homer,SEA,1,1,13,0,1,3,3.0,10,10.0,3.0,1,1.0,0,0.0,0,118.7
Colby Parkinson,SEA,2,1,1,0,,-2,-2.0,3,3.0,-1.0,0,,0,0.0,0,56.2
Freddie Swain,SEA,3,1,9,0,,9,9.0,0,0.0,15.3,0,,0,0.0,0,42.4
