Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Nick Chubb,CLE,12,77,0,4,66,5.5,11,0.9,2,6.0
Deshaun Watson,CLE,6,44,0,1,44,7.3,0,0.0,0,
Kareem Hunt,CLE,4,13,0,0,12,3.0,1,0.3,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Najee Harris,PIT,23,80,1,5,70,3.0,10,0.4,1,23.0
Jaylen Warren,PIT,6,36,0,1,35,5.8,1,0.2,0,
Kenny Pickett,PIT,3,1,0,0,1,0.3,0,0.0,0,
Gunner Olszewski,PIT,2,4,0,1,4,2.0,0,0.0,0,
Connor Heyward,PIT,1,6,0,1,3,3.0,3,3.0,0,
Steven Sims,PIT,1,16,0,1,13,13.0,3,3.0,0,
Derek Watt,PIT,1,1,1,1,1,1.0,0,0.0,0,
