Unnamed: 0_level_0,Unnamed: 1_level_0,Off.,Off.,Def.,Def.,ST,ST
Player,Pos,Num,Pct,Num,Pct,Num,Pct
Will Fries,G,72,100%,0,0%,3,11%
Bernhard Raimann,T,72,100%,0,0%,3,11%
Ryan Kelly,C,72,100%,0,0%,0,0%
Braden Smith,T,72,100%,0,0%,0,0%
Michael Pittman Jr.,WR,70,97%,0,0%,0,0%
Quenton Nelson,G,69,96%,0,0%,1,4%
Anthony Richardson,QB,69,96%,0,0%,0,0%
Alec Pierce,WR,66,92%,0,0%,0,0%
Josh Downs,WR,57,79%,0,0%,0,0%
Deon Jackson,RB,51,71%,0,0%,0,0%
Kylen Granson,TE,44,61%,0,0%,13,46%
Mo Alie-Cox,TE,30,42%,0,0%,6,21%
Andrew Ogletree,TE,15,21%,0,0%,3,11%
Jake Funk,RB,13,18%,0,0%,6,21%
Evan Hull,RB,8,11%,0,0%,0,0%
Juwann Winfree,WR,5,7%,0,0%,3,11%
Josh Sills,G,3,4%,0,0%,2,7%
Gardner Minshew II,QB,3,4%,0,0%,0,0%
Isaiah McKenzie,WR,1,1%,0,0%,5,18%
Rodney Thomas II,FS,0,0%,70,100%,10,36%
Julian Blackmon,FS,0,0%,70,100%,8,29%
Zaire Franklin,LB,0,0%,70,100%,7,25%
Dallis Flowers,CB,0,0%,69,99%,8,29%
Kenny Moore,CB,0,0%,68,97%,8,29%
Shaquille Leonard,LB,0,0%,60,86%,0,0%
Darrell Baker,CB,0,0%,48,69%,6,21%
DeForest Buckner,DT,0,0%,47,67%,2,7%
Grover Stewart,DT,0,0%,46,66%,10,36%
Kwity Paye,DE,0,0%,46,66%,2,7%
Samson Ebukam,DE,0,0%,37,53%,0,0%
Dayo Odeyingbo,DE,0,0%,35,50%,7,25%
E.J. Speed,LB,0,0%,29,41%,25,89%
Taven Bryan,DT,0,0%,24,34%,5,18%
Tyquan Lewis,DE,0,0%,21,30%,0,0%
Eric Johnson,DT,0,0%,18,26%,5,18%
Jacob Martin,DE,0,0%,10,14%,3,11%
Tony Brown,CB,0,0%,1,1%,23,82%
Jaylon Jones,CB,0,0%,1,1%,18,64%
Segun Olubi,LB,0,0%,0,0%,23,82%
Trevor Denbow,FS,0,0%,0,0%,18,64%
Nick Cross,SS,0,0%,0,0%,18,64%
Grant Stuard,LB,0,0%,0,0%,18,64%
Cameron McGrone,LB,0,0%,0,0%,10,36%
Luke Rhodes,LS,0,0%,0,0%,8,29%
Rigoberto Sanchez,P,0,0%,0,0%,8,29%
Matt Gay,K,0,0%,0,0%,7,25%
Blake Freeland,T,0,0%,0,0%,3,11%
Wesley French,C,0,0%,0,0%,3,11%
