Unnamed: 0_level_0,Unnamed: 1_level_0,Off.,Off.,Def.,Def.,ST,ST
Player,Pos,Num,Pct,Num,Pct,Num,Pct
Jawaan Taylor,T,76,100%,0,0%,3,12%
Wanya Morris,T,76,100%,0,0%,3,12%
Creed Humphrey,C,76,100%,0,0%,3,12%
Joe Thuney,G,76,100%,0,0%,1,4%
Patrick Mahomes,QB,76,100%,0,0%,0,0%
Trey Smith,G,65,86%,0,0%,2,8%
Marquez Valdes-Scantling,WR,61,80%,0,0%,0,0%
Travis Kelce,TE,61,80%,0,0%,0,0%
Rashee Rice,WR,57,75%,0,0%,0,0%
Justin Watson,WR,49,64%,0,0%,4,16%
Isiah Pacheco,RB,43,57%,0,0%,0,0%
Noah Gray,TE,32,42%,0,0%,19,76%
Clyde Edwards-Helaire,RB,30,39%,0,0%,0,0%
Richie James,WR,25,33%,0,0%,11,44%
Nick Allegretti,G,11,14%,0,0%,3,12%
Justyn Ross,WR,10,13%,0,0%,0,0%
Blake Bell,TE,9,12%,0,0%,5,20%
La'Mical Perine,RB,3,4%,0,0%,13,52%
Justin Reid,SS,0,0%,55,100%,3,12%
Trent McDuffie,CB,0,0%,55,100%,0,0%
L'Jarius Sneed,CB,0,0%,54,98%,0,0%
Nick Bolton,LB,0,0%,50,91%,3,12%
Michael Danna,DE,0,0%,43,78%,3,12%
Chris Jones,DT,0,0%,43,78%,0,0%
George Karlaftis III,DE,0,0%,39,71%,3,12%
Mike Edwards,FS,0,0%,38,69%,0,0%
Leo Chenal,LB,0,0%,33,60%,22,88%
Willie Gay Jr.,LB,0,0%,32,58%,0,0%
Charles Omenihu,DE,0,0%,29,53%,0,0%
Derrick Nnadi,DT,0,0%,27,49%,3,12%
Chamarri Conner,FS,0,0%,26,47%,22,88%
Jaylen Watson,CB,0,0%,24,44%,9,36%
Drue Tranquill,LB,0,0%,17,31%,11,44%
Tershawn Wharton,DT,0,0%,16,29%,3,12%
Mike Pennel,NT,0,0%,13,24%,0,0%
Joshua Williams,CB,0,0%,4,7%,22,88%
Felix Anudike-Uzomah,DE,0,0%,4,7%,0,0%
Deon Bush,SS,0,0%,3,5%,21,84%
Jack Cochrane,LB,0,0%,0,0%,22,88%
Cam Jones,LB,0,0%,0,0%,19,76%
Ekow Boye-Doe,CB,0,0%,0,0%,12,48%
Tommy Townsend,P,0,0%,0,0%,8,32%
James Winchester,LS,0,0%,0,0%,8,32%
Harrison Butker,K,0,0%,0,0%,6,24%
Lucas Niang,T,0,0%,0,0%,3,12%
Mike Caliendo,G,0,0%,0,0%,3,12%
Montrell Washington,WR,0,0%,0,0%,1,4%
