Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Travis Etienne,JAX,26,136,2,7,66,2.5,70,2.7,6,4.3
Trevor Lawrence,JAX,7,31,0,1,19,2.7,12,1.7,1,7.0
Tank Bigsby,JAX,3,8,0,,5,1.7,3,1.0,1,3.0
Calvin Ridley,JAX,2,14,0,1,14,7.0,0,0.0,0,
Jamal Agnew,JAX,1,1,0,,1,1.0,0,0.0,0,
Christian Kirk,JAX,1,6,0,0,6,6.0,0,0.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
James Cook,BUF,5,-4,0,0,-4,-0.8,0,0.0,0,
Josh Allen,BUF,4,14,1,2,11,2.8,3,0.8,0,
Damien Harris,BUF,3,13,0,1,11,3.7,2,0.7,0,
Latavius Murray,BUF,2,6,0,,4,2.0,2,1.0,0,
