Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%
Monty Rice,TEN,0,7,6,85.7%,45,7.5,6.4,1,133.0,3.4,27,18,1,0,1,0.0,1,7,1,12.5%
Greg Mabin,TEN,0,11,5,45.5%,37,7.4,3.4,1,84.3,16.0,28,9,0,0,0,0.0,0,5,0,0.0%
David Long,TEN,0,6,3,50.0%,21,7.0,3.5,0,58.3,9.5,4,17,0,0,2,0.0,2,9,2,18.2%
Elijah Molden,TEN,1,5,3,60.0%,48,16.0,9.6,1,92.1,2.0,-3,51,2,0,0,0.0,0,2,0,0.0%
Jackrabbit Jenkins,TEN,0,5,3,60.0%,22,7.3,4.4,0,70.4,10.8,17,5,1,0,0,0.0,0,4,0,0.0%
Dane Cruikshank,TEN,0,2,2,100.0%,4,2.0,2.0,0,79.2,1.5,3,1,1,0,0,0.0,0,2,0,0.0%
Harold Landry,TEN,0,1,1,100.0%,1,1.0,1.0,0,79.2,-3.0,-3,4,4,1,1,1.0,3,5,0,0.0%
Eli Ankou,TEN,0,1,1,100.0%,0,0.0,0.0,0,79.2,-4.0,-4,4,0,0,0,0.0,0,3,0,0.0%
Chris Jackson,TEN,0,3,1,33.3%,9,9.0,3.0,0,42.4,13.3,9,0,1,0,0,0.0,0,3,0,0.0%
Amani Hooker,TEN,0,2,1,50.0%,6,6.0,3.0,0,56.2,21.5,0,6,0,0,0,0.0,0,4,0,0.0%
Kevin Byard,TEN,1,4,1,25.0%,38,38.0,9.5,0,27.1,14.8,33,5,2,0,0,0.0,0,4,0,0.0%
Bud Dupree,TEN,0,0,0,,,,,,,,,,0,0,2,0.0,2,2,0,0.0%
Jeffery Simmons,TEN,0,0,0,,,,,,,,,,0,1,1,0.0,2,1,1,50.0%
Olasunkanmi Adeniyi,TEN,0,0,0,,,,,,,,,,0,1,0,0.0,1,1,0,0.0%
Breon Borders,TEN,0,1,0,0.0%,,,0.0,,39.6,21.0,,,0,0,0,0.0,0,1,0,0.0%
Denico Autry,TEN,0,0,0,,,,,,,,,,0,0,0,0.0,0,3,1,25.0%
Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%
Kenny Moore,IND,1,10,7,70.0%,81,11.6,8.1,0,54.6,5.7,46,35,0,0,0,0.0,0,9,0,0.0%
Bobby Okereke,IND,0,4,4,100.0%,34,8.5,8.5,0,102.1,3.8,15,19,2,0,0,0.0,0,12,0,0.0%
Xavier Rhodes,IND,0,6,4,66.7%,89,22.3,14.8,1,149.3,13.7,31,58,0,0,0,0.0,0,3,2,40.0%
Rock Ya-Sin,IND,0,5,3,60.0%,25,8.3,5.0,1,112.5,8.2,24,1,0,0,0,0.0,0,2,0,0.0%
Shaquille Leonard,IND,0,3,2,66.7%,16,8.0,5.3,0,79.9,2.7,6,10,1,0,0,0.0,0,8,0,0.0%
Zaire Franklin,IND,0,1,1,100.0%,7,7.0,7.0,0,95.8,6.0,6,1,0,0,0,0.0,0,3,0,0.0%
Khari Willis,IND,0,1,1,100.0%,6,6.0,6.0,1,131.2,6.0,6,0,1,0,0,0.0,0,0,0,
Grover Stewart,IND,0,1,1,100.0%,7,7.0,7.0,0,95.8,2.0,2,5,0,0,0,0.0,0,5,0,0.0%
Tyquan Lewis,IND,1,0,0,,,,,,,,,,0,0,1,1.0,2,1,0,0.0%
Kwity Paye,IND,0,0,0,,,,,,,,,,0,1,0,0.0,1,1,0,0.0%
George Odum,IND,0,0,0,,,,,,,,,,1,0,1,0.0,1,5,0,0.0%
Kemoko Turay,IND,0,0,0,,,,,,,,,,0,0,0,1.0,1,1,1,50.0%
DeForest Buckner,IND,0,0,0,,,,,,,,,,0,0,0,1.0,1,2,0,0.0%
Andrew Sendejo,IND,0,1,0,0.0%,,,0.0,,39.6,7.0,,,3,0,0,0.0,0,7,1,12.5%
Al-Quadin Muhammad,IND,0,0,0,,,,,,,,,,0,0,0,0.0,0,3,1,25.0%
