Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%
Chris Harris Jr.,LAC,0,4,4,100.0%,80,20.0,20.0,1,158.3,14.3,57,23,0,0,0,0.0,0,3,0,0.0%
Nasir Adderley,LAC,0,5,3,60.0%,42,14.0,8.4,0,87.1,12.0,18,24,0,0,0,0.0,0,7,2,22.2%
Drue Tranquill,LAC,0,1,1,100.0%,-6,-6.0,-6.0,0,79.2,-2.0,-2,-4,2,2,0,0.0,2,9,0,0.0%
Kyzir White,LAC,0,1,1,100.0%,4,4.0,4.0,0,83.3,1.0,1,3,5,1,0,0.0,1,8,0,0.0%
Tevaughn Campbell,LAC,0,3,1,33.3%,19,19.0,6.3,0,56.2,19.3,19,0,0,0,0,0.0,0,1,0,0.0%
Ryan Smith,LAC,0,1,1,100.0%,23,23.0,23.0,0,118.7,17.0,17,6,0,0,0,0.0,0,2,0,0.0%
Joey Bosa,LAC,0,0,0,,,,,,,,,,0,0,1,1.0,2,3,2,40.0%
Linval Joseph,LAC,0,0,0,,,,,,,,,,0,1,0,0.0,1,9,0,0.0%
Jerry Tillery,LAC,0,0,0,,,,,,,,,,0,1,0,0.0,1,4,1,20.0%
Justin Jones,LAC,0,0,0,,,,,,,,,,0,1,0,0.0,1,2,2,50.0%
Derwin James,LAC,0,1,0,0.0%,,,0.0,,39.6,15.0,,,1,0,0,0.0,0,5,2,28.6%
Uchenna Nwosu,LAC,0,0,0,,,,,,,,,,4,0,0,0.0,0,2,1,33.3%
Kyler Fackrell,LAC,0,0,0,,,,,,,,,,4,0,0,0.0,0,0,0,
Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%
Davion Taylor,PHI,0,7,7,100.0%,51,7.3,7.3,0,97.0,1.1,8,43,0,0,0,0.0,0,8,2,20.0%
Darius Slay,PHI,0,8,5,62.5%,86,17.2,10.8,1,138.5,10.6,74,12,0,0,0,0.0,0,3,2,40.0%
Avonte Maddox,PHI,0,4,4,100.0%,39,9.8,9.8,0,107.3,4.5,18,21,1,0,0,0.0,0,3,0,0.0%
Steven Nelson,PHI,0,3,3,100.0%,44,14.7,14.7,0,118.7,10.7,32,12,0,0,0,0.0,0,4,0,0.0%
T.J. Edwards,PHI,0,4,3,75.0%,14,4.7,3.5,1,118.7,7.5,14,0,0,0,0,0.0,0,14,2,12.5%
Andre Chachere,PHI,0,3,2,66.7%,32,16.0,10.7,0,102.1,1.7,5,27,1,1,0,0.0,1,5,0,0.0%
Marcus Epps,PHI,0,2,2,100.0%,5,2.5,2.5,0,79.2,2.5,5,0,0,0,0,0.0,0,3,0,0.0%
Anthony Harris,PHI,0,2,2,100.0%,38,19.0,19.0,0,118.7,5.0,10,28,0,0,0,0.0,0,3,0,0.0%
Rodney McLeod,PHI,0,1,1,100.0%,18,18.0,18.0,0,118.7,15.0,15,3,1,0,0,0.0,0,8,1,11.1%
Zech McPhearson,PHI,0,2,1,50.0%,3,3.0,1.5,0,56.2,2.5,-2,5,0,0,0,0.0,0,5,0,0.0%
Alex Singleton,PHI,0,1,1,100.0%,11,11.0,11.0,0,112.5,-5.0,-5,16,0,0,0,0.0,0,6,0,0.0%
Derek Barnett,PHI,0,1,1,100.0%,15,15.0,15.0,0,118.7,7.0,7,8,1,0,0,0.0,0,2,1,33.3%
Josh Sweat,PHI,0,0,0,,,,,,,,,,0,1,0,0.0,1,0,0,
Genard Avery,PHI,0,0,0,,,,,,,,,,6,0,0,0.0,0,3,0,0.0%
