Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Keenan Allen,LAC,13,12,104,0,5,67,5.6,37,3.1,6.4,0,,0,0.0,0,100.0
Stephen Anderson,LAC,4,4,39,1,2,-3,-0.8,42,10.5,-0.8,0,,0,0.0,0,146.9
Jared Cook,LAC,4,4,48,0,2,13,3.3,35,8.8,3.3,0,,0,0.0,0,116.7
Austin Ekeler,LAC,3,3,23,0,2,-6,-2.0,29,9.7,-2.0,0,,0,0.0,0,98.6
Donald Parham,LAC,3,3,39,1,3,20,6.7,19,6.3,6.7,1,3.0,0,0.0,0,158.3
Josh Palmer,LAC,2,2,22,0,1,22,11.0,0,0.0,11.0,0,,0,0.0,0,112.5
Mike Williams,LAC,5,2,58,0,1,53,26.5,5,2.5,12.8,0,,1,20.0,0,83.7
Jalen Guyton,LAC,2,1,19,0,1,11,11.0,8,8.0,9.0,0,,0,0.0,0,83.3
Joshua Kelley,LAC,1,1,4,0,,4,4.0,0,0.0,4.0,0,,0,0.0,0,83.3
Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
DeVonta Smith,PHI,6,5,116,1,5,99,19.8,17,3.4,17.5,0,,0,0.0,0,158.3
Dallas Goedert,PHI,6,3,43,0,2,10,3.3,33,11.0,11.2,1,3.0,0,0.0,0,73.6
Quez Watkins,PHI,3,2,9,0,,3,1.5,6,3.0,12.0,0,,0,0.0,0,70.1
Jalen Reagor,PHI,1,1,-6,0,,-2,-2.0,-4,-4.0,-2.0,0,,0,0.0,0,79.2
