Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Hunter Renfrow,LVR,14,13,117,1,5,47,3.6,70,5.4,3.9,0,,0,0.0,0,125.3
Josh Jacobs,LVR,6,5,46,0,2,-3,-0.6,49,9.8,-1.0,1,5.0,1,16.7,0,98.6
Zay Jones,LVR,7,5,25,0,2,12,2.4,13,2.6,5.4,0,,1,14.3,0,76.5
Foster Moreau,LVR,6,3,13,0,1,2,0.7,11,3.7,5.5,1,3.0,2,33.3,1,16.7
Peyton Barber,LVR,3,2,13,0,1,-3,-1.5,16,8.0,-0.7,2,1.0,1,33.3,0,75.7
Bryan Edwards,LVR,3,2,24,0,1,12,6.0,12,6.0,12.0,0,,0,0.0,0,91.0
Trey Ragas,LVR,2,2,6,0,0,-7,-3.5,13,6.5,-3.5,0,,0,0.0,0,79.2
DeSean Jackson,LVR,2,1,19,0,1,14,14.0,5,5.0,21.0,0,,0,0.0,0,83.3
Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Tyreek Hill,KAN,4,4,76,0,2,62,15.5,14,3.5,15.5,1,4.0,0,0.0,0,118.7
Clyde Edwards-Helaire,KAN,3,3,5,0,0,-12,-4.0,17,5.7,-4.0,0,,0,0.0,0,79.2
Travis Kelce,KAN,4,3,27,0,3,12,4.0,15,5.0,5.3,0,,0,0.0,0,92.7
Darrel Williams,KAN,3,3,31,1,1,-2,-0.7,33,11.0,-0.7,0,,0,0.0,0,149.3
Josh Gordon,KAN,3,2,9,1,1,6,3.0,3,1.5,4.0,0,,0,0.0,0,109.7
Derrick Gore,KAN,2,2,23,0,1,-6,-3.0,29,14.5,-3.0,0,,0,0.0,0,114.6
Mecole Hardman,KAN,2,2,59,0,2,44,22.0,15,7.5,22.0,0,,0,0.0,0,118.7
Byron Pringle,KAN,1,1,28,0,1,11,11.0,17,17.0,11.0,0,,0,0.0,0,118.7
