#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,15:00,LAC 25,3,2:17,5,Punt
2,1,8:32,LAC 21,12,5:41,79,Touchdown
3,2,14:53,LAC 20,9,4:40,22,Punt
4,2,7:27,LAC 25,3,1:25,18,Fumble
5,2,2:08,LAC 25,10,1:21,75,Touchdown
6,3,13:40,LAC 6,7,2:50,59,Missed FG
7,3,7:04,LAC 20,3,1:11,80,Touchdown
8,3,3:01,LAC 25,5,2:54,6,Punt
9,4,11:20,LAC 25,7,3:15,75,Touchdown
10,4,2:53,LAC 2,5,1:06,22,Downs
11,4,0:07,LAC 20,1,0:07,-1,End of Game
