Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Hunter Henry,NWE,8,6,75,1,5,53,8.8,22,3.7,10.1,0,,0,0.0,0,143.2
Brandon Bolden,NWE,4,4,6,0,0,-5,-1.3,11,2.8,-1.3,1,4.0,0,0.0,0,79.2
Jakobi Meyers,NWE,5,4,56,0,2,34,8.5,22,5.5,11.8,0,,0,0.0,0,113.3
Nelson Agholor,NWE,4,3,32,0,2,22,7.3,10,3.3,9.8,0,,0,0.0,1,58.3
Kendrick Bourne,NWE,3,3,26,0,2,13,4.3,13,4.3,4.3,0,,0,0.0,0,102.8
Jonnu Smith,NWE,2,2,27,0,1,19,9.5,8,4.0,9.5,0,,0,0.0,0,118.7
N'Keal Harry,NWE,2,1,9,0,,8,8.0,1,1.0,10.5,0,,0,0.0,0,62.5
Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
David Johnson,HOU,6,5,46,0,2,10,2.0,36,7.2,7.3,1,5.0,0,0.0,0,98.6
Chris Moore,HOU,5,5,109,1,2,36,7.2,73,14.6,7.2,0,,0,0.0,0,158.3
Chris Conley,HOU,4,3,84,1,2,60,20.0,24,8.0,19.0,0,,0,0.0,0,156.2
Brandin Cooks,HOU,5,3,23,0,1,19,6.3,4,1.3,11.2,0,,0,0.0,0,71.2
Jordan Akins,HOU,2,2,17,0,1,5,2.5,12,6.0,2.5,0,,0,0.0,0,102.1
Pharaoh Brown,HOU,4,2,22,0,1,11,5.5,11,5.5,2.5,0,,1,25.0,0,66.7
Antony Auclair,HOU,1,1,11,1,1,11,11.0,0,0.0,11.0,0,,0,0.0,0,152.1
