Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Dameon Pierce,HOU,15,69,0,6,31,2.1,38,2.5,3,5.0
Davis Mills,HOU,2,1,0,0,0,0.0,1,0.5,0,
Jeff Driskel,HOU,1,10,0,1,10,10.0,0,0.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Javonte Williams,DEN,15,75,0,3,29,1.9,46,3.1,4,3.8
Melvin Gordon,DEN,10,47,0,1,18,1.8,29,2.9,3,3.3
Russell Wilson,DEN,2,3,0,0,3,1.5,0,0.0,0,
Andrew Beck,DEN,1,-1,0,,-1,-1.0,0,0.0,0,
Jerry Jeudy,DEN,1,1,0,1,0,0.0,1,1.0,0,
Courtland Sutton,DEN,1,5,0,0,3,3.0,2,2.0,0,
Montrell Washington,DEN,1,19,0,,0,0.0,19,19.0,1,1.0
