Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Ezekiel Elliott,DAL,6,6,36,0,1,7,1.2,29,4.8,1.2,0,,0,0.0,0,91.7
Dalton Schultz,DAL,8,6,53,0,3,26,4.3,27,4.5,8.1,0,,0,0.0,0,92.2
Michael Gallup,DAL,10,5,44,0,4,23,4.6,21,4.2,10.4,0,,0,0.0,0,62.1
Cedrick Wilson Jr.,DAL,7,4,36,0,2,8,2.0,28,7.0,10.9,0,,2,28.6,0,71.1
CeeDee Lamb,DAL,4,3,14,0,1,2,0.7,12,4.0,7.5,0,,0,0.0,1,39.6
Tony Pollard,DAL,2,2,20,0,2,-4,-2.0,24,12.0,-2.0,0,,0,0.0,0,108.3
Malik Turner,DAL,2,1,11,0,1,7,7.0,4,4.0,11.0,0,,0,0.0,1,27.1
Sean McKeon,DAL,1,1,2,0,,1,1.0,1,1.0,1.0,0,,0,0.0,0,79.2
Noah Brown,DAL,2,0,0,0,,0,,0,,15.0,0,,1,50.0,0,39.6
Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Tyreek Hill,KAN,11,9,77,0,6,29,3.2,48,5.3,4.6,0,,1,9.1,0,95.8
Travis Kelce,KAN,8,5,74,0,3,43,8.6,31,6.2,6.8,0,,3,37.5,1,53.1
Mecole Hardman,KAN,3,2,25,0,2,1,0.5,24,12.0,1.7,0,,1,33.3,0,92.4
Clyde Edwards-Helaire,KAN,2,2,13,0,0,-4,-2.0,17,8.5,-2.0,0,,0,0.0,0,93.7
Noah Gray,KAN,1,1,8,0,,3,3.0,5,5.0,3.0,0,,0,0.0,0,100.0
Byron Pringle,KAN,2,1,37,0,1,24,24.0,13,13.0,17.0,0,,0,0.0,0,95.8
Josh Gordon,KAN,2,1,7,0,,5,5.0,2,2.0,5.0,0,,1,50.0,0,58.3
Darrel Williams,KAN,3,1,11,0,0,-5,-5.0,16,16.0,7.0,0,,0,0.0,0,45.1
Blake Bell,KAN,1,1,8,0,,-3,-3.0,11,11.0,-3.0,0,,0,0.0,0,100.0
