Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Darnell Mooney,CHI,16,12,126,0,7,34,2.8,92,7.7,6.6,0,,0,0.0,1,71.4
Damiere Byrd,CHI,6,5,47,0,3,37,7.4,10,2.0,6.0,0,,0,0.0,0,99.3
Cole Kmet,CHI,5,4,48,0,2,29,7.3,19,4.8,9.6,0,,0,0.0,0,106.7
Damien Williams,CHI,5,3,33,1,1,1,0.3,32,10.7,4.2,1,3.0,0,0.0,0,119.2
Marquise Goodwin,CHI,3,2,13,0,1,13,6.5,0,0.0,8.3,0,,0,0.0,0,75.7
Jimmy Graham,CHI,2,2,16,0,1,12,6.0,4,2.0,6.0,0,,0,0.0,0,100.0
David Montgomery,CHI,3,2,7,0,1,-1,-0.5,8,4.0,0.7,0,,1,33.3,0,70.1
Allen Robinson,CHI,4,2,22,0,1,22,11.0,0,0.0,6.5,0,,0,0.0,0,66.7
Dazz Newsome,CHI,2,1,13,0,,3,3.0,10,10.0,10.0,0,,0,0.0,1,31.2
Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Justin Jefferson,MIN,7,5,107,1,4,96,19.2,11,2.2,14.4,0,,1,14.3,0,153.3
Ihmir Smith-Marsette,MIN,3,3,103,1,3,88,29.3,15,5.0,29.3,0,,0,0.0,0,158.3
Tyler Conklin,MIN,4,2,6,0,,-6,-3.0,12,6.0,3.3,0,,1,25.0,0,56.2
Dalvin Cook,MIN,1,1,3,0,0,3,3.0,0,0.0,3.0,0,,0,0.0,0,79.2
C.J. Ham,MIN,1,1,7,0,,2,2.0,5,5.0,2.0,0,,0,0.0,0,95.8
Alexander Mattison,MIN,1,1,3,0,,3,3.0,0,0.0,3.0,0,,0,0.0,0,79.2
K.J. Osborn,MIN,4,1,21,1,1,21,21.0,0,0.0,17.3,0,,0,0.0,0,88.5
