#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,15:00,DET 20,7,3:45,80,Touchdown
2,1,11:04,NOR 17,3,0:40,17,Touchdown
3,1,9:34,DET 46,3,1:19,54,Touchdown
4,1,6:08,DET 34,3,1:35,-9,Punt
5,1,2:19,DET 20,4,1:32,16,Punt
6,2,9:08,DET 25,3,1:55,9,Punt
7,2,5:24,DET 30,12,5:16,62,Field Goal
8,3,10:04,DET 27,3,1:53,3,Punt
9,3,4:34,DET 22,7,4:34,65,Field Goal
10,4,14:56,NOR 26,2,0:49,26,Touchdown
11,4,7:30,DET 25,3,1:36,0,Punt
12,4,2:56,DET 40,8,2:56,24,End of Game
