Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Ja'Marr Chase,CIN,5,4,65,2,3,61,15.3,4,1.0,13.6,0,,0,0.0,0,158.3
Tyler Boyd,CIN,6,4,36,1,1,9,2.3,27,6.8,11.0,1,4.0,0,0.0,1,82.6
Chris Evans,CIN,2,2,26,0,1,1,0.5,25,12.5,0.5,0,,0,0.0,0,118.7
Joe Mixon,CIN,1,1,4,0,0,-1,-1.0,5,5.0,-1.0,0,,0,0.0,0,83.3
Mike Thomas,CIN,1,1,19,0,1,11,11.0,8,8.0,11.0,0,,0,0.0,0,118.7
Auden Tate,CIN,1,1,14,0,1,8,8.0,6,6.0,8.0,0,,0,0.0,0,118.7
Samaje Perine,CIN,1,1,8,0,,4,4.0,4,4.0,4.0,0,,0,0.0,0,100.0
C.J. Uzomah,CIN,1,0,0,0,,0,,0,,3.0,0,,1,100.0,0,39.6
Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Najee Harris,PIT,19,14,102,0,5,-5,-0.4,107,7.6,0.1,4,3.5,4,21.1,0,85.9
Chase Claypool,PIT,15,9,96,0,5,58,6.4,38,4.2,7.2,0,,1,6.7,1,51.0
Ray-Ray McCloud,PIT,4,3,33,0,1,24,8.0,9,3.0,6.5,0,,1,25.0,0,99.0
Pat Freiermuth,PIT,5,3,22,1,3,13,4.3,9,3.0,9.4,0,,1,20.0,0,110.0
JuJu Smith-Schuster,PIT,4,3,25,0,1,9,3.0,16,5.3,2.5,0,,0,0.0,1,51.0
James Washington,PIT,5,3,20,0,,15,5.0,5,1.7,15.2,0,,0,0.0,0,68.7
Cody White,PIT,2,2,17,0,1,13,6.5,4,2.0,6.5,0,,0,0.0,0,102.1
Derek Watt,PIT,1,1,3,0,,0,0.0,3,3.0,0.0,0,,0,0.0,0,79.2
Eric Ebron,PIT,3,0,0,0,,0,,0,,11.0,0,,1,33.3,0,39.6
