Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
T.J. Hockenson,DET,9,8,66,1,4,39,4.9,27,3.4,8.1,0,,0,0.0,0,134.3
Quintez Cephus,DET,7,4,63,1,2,37,9.3,26,6.5,10.9,0,,0,0.0,0,126.8
D'Andre Swift,DET,5,4,41,0,1,-18,-4.5,59,14.8,-2.4,0,,0,0.0,0,100.8
Amon-Ra St. Brown,DET,5,3,18,0,1,17,5.7,1,0.3,9.2,0,,0,0.0,0,67.1
Jamaal Williams,DET,3,3,12,0,0,2,0.7,10,3.3,0.7,0,,0,0.0,0,83.3
Kalif Raymond,DET,2,2,18,0,1,9,4.5,9,4.5,4.5,0,,0,0.0,0,104.2
Trinity Benson,DET,3,1,24,0,1,2,2.0,22,22.0,15.3,0,,0,0.0,1,23.6
Jason Cabinda,DET,1,1,4,0,1,0,0.0,4,4.0,0.0,0,,0,0.0,0,83.3
Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Davante Adams,GNB,9,8,121,0,5,86,10.8,35,4.4,11.8,0,,0,0.0,0,118.7
Aaron Jones,GNB,6,6,48,3,5,-3,-0.5,51,8.5,-0.5,0,,0,0.0,0,139.6
Randall Cobb,GNB,3,3,26,0,2,25,8.3,1,0.3,8.3,0,,0,0.0,0,102.8
Robert Tonyan,GNB,3,3,52,1,3,15,5.0,37,12.3,5.0,0,,0,0.0,0,158.3
AJ Dillon,GNB,1,1,8,0,1,8,8.0,0,0.0,8.0,0,,0,0.0,0,100.0
Equanimeous St. Brown,GNB,1,1,0,0,,-1,-1.0,1,1.0,-1.0,0,,0,0.0,0,79.2
Marquez Valdes-Scantling,GNB,4,0,0,0,,0,,0,,28.0,0,,0,0.0,0,39.6
