Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Corey Clement,ARI,8,23,1,2,13,1.6,10,1.3,0,
Keaontay Ingram,ARI,3,5,0,1,4,1.3,1,0.3,0,
Trace McSorley,ARI,3,13,0,1,13,4.3,0,0.0,0,
David Blough,ARI,2,-2,0,0,-2,-1.0,0,0.0,0,
Pharoh Cooper,ARI,2,7,0,,4,2.0,3,1.5,1,2.0
Greg Dortch,ARI,2,15,0,1,8,4.0,7,3.5,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Christian McCaffrey,SFO,10,45,0,3,24,2.4,21,2.1,0,
Tyrion Davis-Price,SFO,8,27,0,1,21,2.6,6,0.8,0,
Jordan Mason,SFO,8,28,0,,22,2.8,6,0.8,0,
Elijah Mitchell,SFO,5,55,2,4,44,8.8,11,2.2,0,
Brock Purdy,SFO,4,7,0,1,7,1.8,0,0.0,0,
Kyle Juszczyk,SFO,1,3,0,1,2,2.0,1,1.0,0,
Deebo Samuel,SFO,1,4,0,0,4,4.0,0,0.0,0,
