Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Jeff Wilson,MIA,15,45,0,3,26,1.7,19,1.3,0,
Raheem Mostert,MIA,9,29,0,0,14,1.6,15,1.7,0,
Teddy Bridgewater,MIA,1,6,0,0,5,5.0,1,1.0,0,
Tyreek Hill,MIA,1,2,1,1,2,2.0,0,0.0,0,
Skylar Thompson,MIA,1,4,0,0,4,4.0,0,0.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Damien Harris,NWE,9,31,0,1,15,1.7,16,1.8,1,9.0
Rhamondre Stevenson,NWE,8,42,0,,20,2.5,22,2.8,1,8.0
Mac Jones,NWE,3,1,0,1,1,0.3,0,0.0,0,
Kendrick Bourne,NWE,1,2,0,0,2,2.0,0,0.0,0,
