Unnamed: 0_level_0,Unnamed: 1_level_0,Off.,Off.,Def.,Def.,ST,ST
Player,Pos,Num,Pct,Num,Pct,Num,Pct
Anton Harrison,T,76,100%,0,0%,5,19%
Walker Little,T,76,100%,0,0%,5,19%
Luke Fortner,C,76,100%,0,0%,5,19%
Brandon Scherff,G,76,100%,0,0%,0,0%
Trevor Lawrence,QB,76,100%,0,0%,0,0%
Calvin Ridley,WR,71,94%,0,0%,0,0%
Ezra Cleveland,G,64,84%,0,0%,5,19%
Christian Kirk,WR,58,76%,0,0%,0,0%
Zay Jones,WR,54,71%,0,0%,0,0%
Evan Engram,TE,53,70%,0,0%,0,0%
Travis Etienne,RB,47,62%,0,0%,0,0%
Luke Farrell,TE,32,42%,0,0%,6,23%
D'Ernest Johnson,RB,30,40%,0,0%,4,15%
Brenton Strange,TE,24,32%,0,0%,13,50%
Cam Robinson,T,12,16%,0,0%,0,0%
Tim Jones,WR,5,7%,0,0%,14,54%
Tank Bigsby,RB,2,3%,0,0%,4,15%
Tyler Shatley,G,1,1%,0,0%,5,19%
Blake Hance,G,1,1%,0,0%,5,19%
Parker Washington,WR,1,1%,0,0%,4,15%
Andre Cisco,SS,0,0%,60,100%,11,42%
Devin Lloyd,LB,0,0%,60,100%,5,19%
Foyesade Oluokun,LB,0,0%,60,100%,5,19%
Rayshawn Jenkins,SS,0,0%,57,95%,7,27%
Montaric Brown,CB,0,0%,57,95%,0,0%
Darious Williams,CB,0,0%,55,92%,0,0%
Travon Walker,LB,0,0%,48,80%,5,19%
Josh Allen,LB,0,0%,48,80%,5,19%
Tre Herndon,CB,0,0%,41,68%,4,15%
Roy Robertson-Harris,DT,0,0%,35,58%,5,19%
Jeremiah Ledbetter,DE,0,0%,26,43%,5,19%
Dawuane Smoot,DE,0,0%,24,40%,0,0%
Adam Gotsis,DE,0,0%,23,38%,21,81%
Folorunso Fatukasi,DT,0,0%,22,37%,0,0%
Angelo Blackson,DT,0,0%,16,27%,0,0%
K'Lavon Chaisson,LB,0,0%,15,25%,7,27%
Tyler Lacy,DE,0,0%,5,8%,0,0%
Chad Muma,LB,0,0%,3,5%,16,62%
Shaquille Quarterman,LB,0,0%,3,5%,8,31%
Andrew Wingard,FS,0,0%,2,3%,16,62%
Antonio Johnson,FS,0,0%,0,0%,21,81%
Daniel Thomas,SS,0,0%,0,0%,16,62%
Caleb Johnson,LB,0,0%,0,0%,16,62%
Gregory Junior,CB,0,0%,0,0%,13,50%
Brandon McManus,K,0,0%,0,0%,11,42%
Ross Matiscik,LS,0,0%,0,0%,7,27%
Logan Cooke,P,0,0%,0,0%,7,27%
