Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Rex Burkhead,HOU,5,4,21,0,,-3,-0.8,24,6.0,0.2,0,,0,0.0,1,44.6
Jordan Akins,HOU,4,3,31,1,2,13,4.3,18,6.0,4.5,0,,0,0.0,0,136.5
Pharaoh Brown,HOU,4,3,31,0,1,7,2.3,24,8.0,6.5,0,,0,0.0,0,96.9
Chris Moore,HOU,3,3,63,0,1,26,8.7,37,12.3,8.7,0,,0,0.0,0,118.7
Nico Collins,HOU,4,2,41,0,2,24,12.0,17,8.5,13.0,0,,0,0.0,0,86.5
Brandin Cooks,HOU,7,2,22,0,1,21,10.5,1,0.5,9.6,0,,0,0.0,1,0.6
Dameon Pierce,HOU,2,2,21,0,1,1,0.5,20,10.0,0.5,1,2.0,0,0.0,0,110.4
Phillip Dorsett,HOU,1,1,15,0,1,15,15.0,0,0.0,15.0,0,,0,0.0,0,118.7
O.J. Howard,HOU,1,0,0,0,,0,,0,,19.0,0,,0,0.0,0,39.6
Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Khalil Herbert,CHI,2,2,12,0,0,-5,-2.5,17,8.5,-2.5,0,,0,0.0,0,91.7
Cole Kmet,CHI,3,2,40,0,2,28,14.0,12,6.0,17.3,0,,0,0.0,1,70.1
Darnell Mooney,CHI,6,2,23,0,1,22,11.0,1,0.5,9.5,0,,1,16.7,1,6.2
Byron Pringle,CHI,1,1,11,0,1,7,7.0,4,4.0,7.0,0,,0,0.0,0,112.5
Equanimeous St. Brown,CHI,2,1,20,0,1,9,9.0,11,11.0,12.0,0,,0,0.0,0,85.4
Trestan Ebner,CHI,1,0,0,0,0,0,,0,,-5.0,0,,1,100.0,0,39.6
Jake Tonges,CHI,1,0,0,0,,0,,0,,13.0,0,,0,0.0,0,39.6
