Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%
Artie Burns,CHI,0,9,7,77.8%,75,10.7,8.3,0,101.4,11.0,55,20,0,0,0,0.0,0,9,0,0.0%
Jaylon Johnson,CHI,0,7,5,71.4%,57,11.4,8.1,1,135.1,7.4,23,34,0,0,0,0.0,0,3,1,25.0%
Xavier Crawford,CHI,0,5,5,100.0%,71,14.2,14.2,2,158.3,7.8,39,32,1,0,0,0.0,0,2,1,33.3%
DeAndre Houston-Carson,CHI,0,5,5,100.0%,67,13.4,13.4,0,118.7,7.0,35,32,1,0,0,0.0,0,5,2,28.6%
Tashaun Gipson,CHI,0,2,2,100.0%,32,16.0,16.0,0,118.7,11.0,22,10,3,1,0,0.0,1,8,0,0.0%
Alec Ogletree,CHI,0,2,2,100.0%,18,9.0,9.0,0,104.2,4.0,8,10,7,0,0,0.0,0,5,2,28.6%
Eddie Jackson,CHI,0,3,2,66.7%,12,6.0,4.0,0,74.3,2.3,5,7,0,0,0,0.0,0,9,0,0.0%
Bilal Nichols,CHI,0,1,1,100.0%,23,23.0,23.0,1,158.3,11.0,11,12,0,1,1,0.0,2,2,0,0.0%
Roquan Smith,CHI,0,1,1,100.0%,18,18.0,18.0,0,118.7,4.0,4,14,8,0,0,0.0,0,9,1,10.0%
Robert Quinn,CHI,0,0,0,,,,,,,,,,16,1,0,2.0,3,2,0,0.0%
Trevis Gipson,CHI,0,0,0,,,,,,,,,,6,1,0,1.0,2,1,1,50.0%
Kindle Vildor,CHI,0,1,0,0.0%,,,0.0,,39.6,2.0,,,0,0,0,0.0,0,1,0,0.0%
Bruce Irvin,CHI,0,0,0,,,,,,,,,,8,0,0,0.0,0,0,0,
Angelo Blackson,CHI,0,0,0,,,,,,,,,,0,0,0,0.0,0,4,1,20.0%
Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%
Krys Barnes,GNB,0,6,5,83.3%,26,5.2,4.3,0,84.7,2.5,10,16,1,0,0,0.0,0,5,2,28.6%
Darnell Savage Jr.,GNB,0,4,4,100.0%,78,19.5,19.5,1,158.3,6.0,24,54,2,1,0,0.0,1,3,1,25.0%
De'Vondre Campbell,GNB,0,7,4,57.1%,20,5.0,2.9,0,62.2,1.7,-4,24,3,0,0,0.0,0,16,0,0.0%
Henry Black,GNB,0,5,4,80.0%,84,21.0,16.8,1,158.3,6.0,22,62,0,0,0,0.0,0,4,0,0.0%
Preston Smith,GNB,0,1,1,100.0%,3,3.0,3.0,0,79.2,1.0,1,2,9,1,1,2.0,4,4,3,42.9%
Eric Stokes,GNB,0,4,1,25.0%,8,8.0,2.0,0,39.6,24.0,8,0,0,0,0,0.0,0,2,0,0.0%
Adrian Amos,GNB,0,3,1,33.3%,19,19.0,6.3,0,56.2,21.0,17,2,0,0,0,0.0,0,4,1,20.0%
Kenny Clark,GNB,0,0,0,,,,,,,,,,0,1,3,0.0,4,3,0,0.0%
Rashan Gary,GNB,0,0,0,,,,,,,,,,9,3,0,0.0,3,3,0,0.0%
Kingsley Keke,GNB,0,0,0,,,,,,,,,,0,1,2,0.0,3,1,0,0.0%
Dean Lowry,GNB,0,0,0,,,,,,,,,,0,0,1,0.0,1,3,0,0.0%
Jonathan Garvin,GNB,0,0,0,,,,,,,,,,1,0,0,0.0,0,0,0,
Tipa Galeai,GNB,0,0,0,,,,,,,,,,1,0,0,0.0,0,3,0,0.0%
Rasul Douglas,GNB,1,2,0,0.0%,,,0.0,,0.0,6.0,,,0,0,0,0.0,0,2,1,33.3%
Chandon Sullivan,GNB,1,4,0,0.0%,,,0.0,,0.0,17.3,,,0,0,0,0.0,0,2,0,0.0%
