Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%
Krys Barnes,GNB,0,5,4,80.0%,45,11.3,9.0,0,104.2,1.6,8,37,1,0,0,0.0,0,9,1,10.0%
De'Vondre Campbell,GNB,0,6,4,66.7%,46,11.5,7.7,0,89.6,6.0,24,22,3,0,0,0.0,0,7,1,12.5%
Chandon Sullivan,GNB,0,5,3,60.0%,18,6.0,3.6,0,67.1,10.8,1,17,0,0,0,0.0,0,5,0,0.0%
Kevin King,GNB,0,6,3,50.0%,21,7.0,3.5,0,58.3,9.0,0,21,0,0,0,0.0,0,7,0,0.0%
Rasul Douglas,GNB,0,5,2,40.0%,22,11.0,4.4,0,53.7,16.8,19,3,0,0,0,0.0,0,4,0,0.0%
Darnell Savage Jr.,GNB,0,5,2,40.0%,-1,-0.5,-0.2,1,87.5,4.8,-1,0,0,0,0,0.0,0,3,0,0.0%
Oren Burks,GNB,0,1,1,100.0%,2,2.0,2.0,0,79.2,-1.0,-1,3,1,0,0,0.0,0,2,0,0.0%
Adrian Amos,GNB,0,2,1,50.0%,13,13.0,6.5,0,70.8,32.0,13,0,0,0,0,0.0,0,4,0,0.0%
Rashan Gary,GNB,0,0,0,,,,,,,,,,0,0,2,1.0,3,2,0,0.0%
Jonathan Garvin,GNB,0,0,0,,,,,,,,,,2,1,0,0.0,1,1,0,0.0%
Preston Smith,GNB,0,0,0,,,,,,,,,,0,1,0,0.0,1,0,0,
Kenny Clark,GNB,0,0,0,,,,,,,,,,0,0,0,0.0,0,1,1,50.0%
Henry Black,GNB,0,1,0,0.0%,,,0.0,,39.6,8.0,,,0,0,0,0.0,0,0,0,
Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%
L'Jarius Sneed,KAN,1,9,5,55.6%,42,8.4,4.7,0,28.2,7.0,7,35,3,0,0,0.0,0,6,1,14.3%
Tyrann Mathieu,KAN,0,5,4,80.0%,22,5.5,4.4,0,85.0,4.6,18,4,3,0,0,1.0,1,6,0,0.0%
Daniel Sorensen,KAN,0,3,2,66.7%,35,17.5,11.7,1,145.8,2.0,10,25,6,0,1,0.0,1,1,1,50.0%
Rashad Fenton,KAN,0,3,2,66.7%,3,1.5,1.0,0,70.1,12.3,3,0,0,0,0,0.0,0,4,0,0.0%
Willie Gay Jr.,KAN,0,2,2,100.0%,24,12.0,12.0,0,116.7,2.0,4,20,2,0,0,0.0,0,2,0,0.0%
Nick Bolton,KAN,0,1,1,100.0%,16,16.0,16.0,0,118.7,15.0,15,1,4,0,0,0.0,0,5,0,0.0%
Juan Thornhill,KAN,0,1,1,100.0%,35,35.0,35.0,0,118.7,35.0,35,0,3,0,0,0.0,0,4,0,0.0%
Charvarius Ward,KAN,0,5,1,20.0%,14,14.0,2.8,0,39.6,16.0,14,0,0,0,0,0.0,0,7,0,0.0%
Anthony Hitchens,KAN,0,2,1,50.0%,-1,-1.0,-0.5,0,56.2,2.5,-3,2,0,0,0,0.0,0,7,0,0.0%
Chris Jones,KAN,0,0,0,,,,,,,,,,0,3,2,0.0,5,2,0,0.0%
Frank Clark,KAN,0,1,0,0.0%,,,0.0,,39.6,5.0,,,0,1,3,0.0,4,2,0,0.0%
Tershawn Wharton,KAN,0,0,0,,,,,,,,,,0,1,0,0.0,1,4,0,0.0%
Derrick Nnadi,KAN,0,0,0,,,,,,,,,,0,1,0,0.0,1,2,0,0.0%
Ben Niemann,KAN,0,0,0,,,,,,,,,,9,1,0,0.0,1,1,0,0.0%
Melvin Ingram,KAN,0,0,0,,,,,,,,,,10,1,0,0.0,1,1,0,0.0%
