#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,15:00,SFO 25,7,3:50,75,Touchdown
2,1,10:20,SFO 23,3,1:34,8,Punt
3,1,6:54,SFO 30,11,6:07,29,Punt
4,1,0:38,DAL 16,2,0:42,14,Fumble
5,2,13:26,DAL 38,1,0:10,38,Touchdown
6,2,7:45,SFO 25,9,5:09,75,Touchdown
7,2,1:51,SFO 18,3,1:01,8,Punt
8,3,11:53,SFO 25,7,4:33,75,Touchdown
9,3,6:01,SFO 38,12,6:42,62,Touchdown
10,4,14:05,DAL 26,1,0:06,26,Touchdown
11,4,12:50,SFO 47,5,4:03,8,Punt
12,4,4:52,SFO 46,5,2:58,14,Downs
13,4,0:10,DAL 30,1,0:10,-1,End of Game
