Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
DeVante Parker,MIA,11,8,85,0,4,58,7.3,27,3.4,8.8,1,8.0,1,9.1,0,94.9
Jaylen Waddle,MIA,11,4,29,0,3,17,4.3,12,3.0,9.1,0,,1,9.1,1,7.0
Myles Gaskin,MIA,4,3,19,0,1,-1,-0.3,20,6.7,2.0,1,3.0,0,0.0,0,84.4
Mike Gesicki,MIA,4,3,48,0,1,34,11.3,14,4.7,8.5,0,,0,0.0,0,114.6
Salvon Ahmed,MIA,2,1,6,0,0,-1,-1.0,7,7.0,0.5,0,,1,50.0,0,56.2
Patrick Laird,MIA,1,1,10,0,1,-1,-1.0,11,11.0,-1.0,0,,0,0.0,0,108.3
Adam Shaheen,MIA,1,1,8,0,,6,6.0,2,2.0,6.0,0,,0,0.0,0,100.0
Isaiah Ford,MIA,1,0,0,0,,0,,0,,4.0,0,,0,0.0,0,39.6
Mack Hollins,MIA,1,0,0,0,,0,,0,,15.0,0,,0,0.0,0,39.6
Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Cole Beasley,BUF,13,10,110,0,6,69,6.9,41,4.1,5.8,0,,0,0.0,0,101.4
Zack Moss,BUF,7,6,39,0,3,-13,-2.2,52,8.7,-2.3,0,,0,0.0,0,89.9
Stefon Diggs,BUF,7,5,40,1,2,8,1.6,32,6.4,4.7,0,,0,0.0,0,125.0
Gabriel Davis,BUF,5,4,29,1,2,12,3.0,17,4.3,6.2,0,,0,0.0,0,130.4
Tommy Sweeney,BUF,4,3,30,0,2,20,6.7,10,3.3,8.8,0,,0,0.0,0,95.8
Devin Singletary,BUF,1,1,1,0,0,-3,-3.0,4,4.0,-3.0,0,,0,0.0,0,79.2
Emmanuel Sanders,BUF,4,0,0,0,,0,,0,,27.0,0,,1,25.0,0,39.6
