Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Kenneth Gainwell,PHI,4,3,32,0,2,5,1.7,27,9.0,1.8,0,,0,0.0,0,97.9
Quez Watkins,PHI,5,2,23,0,1,23,11.5,0,0.0,13.8,0,,0,0.0,1,15.0
DeVonta Smith,PHI,4,2,22,0,2,22,11.0,0,0.0,10.3,0,,0,0.0,0,66.7
Boston Scott,PHI,3,2,8,0,0,2,1.0,6,3.0,1.0,0,,0,0.0,1,30.6
Jalen Reagor,PHI,7,2,31,0,2,29,14.5,2,1.0,22.1,0,,1,14.3,1,6.0
JJ Arcega-Whiteside,PHI,1,1,13,0,1,2,2.0,11,11.0,2.0,0,,0,0.0,0,118.7
Dallas Goedert,PHI,3,1,0,0,,-5,-5.0,5,5.0,4.3,0,,0,0.0,0,42.4
Miles Sanders,PHI,1,1,0,0,0,0,0.0,0,0.0,0.0,0,,0,0.0,0,79.2
Greg Ward,PHI,1,0,0,0,,0,,0,,2.0,0,,1,100.0,0,39.6
Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Saquon Barkley,NYG,5,4,13,0,0,-3,-0.8,16,4.0,-0.8,0,,0,0.0,0,79.2
Kenny Golladay,NYG,7,3,50,0,3,41,13.7,9,3.0,10.9,0,,0,0.0,0,67.6
Darius Slayton,NYG,4,3,40,0,3,20,6.7,20,6.7,7.5,0,,0,0.0,0,106.2
Evan Engram,NYG,6,3,37,0,2,6,2.0,31,10.3,1.3,0,,1,16.7,0,69.4
John Ross,NYG,2,2,28,0,1,14,7.0,14,7.0,7.0,0,,0,0.0,0,118.7
Chris Myarick,NYG,2,2,11,1,2,5,2.5,6,3.0,2.5,0,,0,0.0,0,129.2
Pharoh Cooper,NYG,2,1,6,0,,3,3.0,3,3.0,6.0,0,,0,0.0,0,56.2
Devontae Booker,NYG,1,1,17,0,1,-4,-4.0,21,21.0,-4.0,0,,0,0.0,0,118.7
