Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Isaiah Likely,BAL,13,8,103,0,4,71,8.9,32,4.0,8.9,1,8.0,0,0.0,1,54.3
Charlie Kolar,BAL,6,4,49,0,3,29,7.3,20,5.0,8.2,0,,0,0.0,0,91.7
Kenyan Drake,BAL,5,2,19,0,1,-1,-0.5,20,10.0,-0.4,0,,1,20.0,0,51.2
Demarcus Robinson,BAL,9,2,24,0,2,11,5.5,13,6.5,6.8,0,,1,11.1,1,0.0
Sammy Watkins,BAL,4,2,79,0,1,31,15.5,48,24.0,16.0,0,,0,0.0,0,95.8
Tylan Wallace,BAL,1,1,12,0,1,7,7.0,5,5.0,7.0,1,1.0,0,0.0,0,116.7
Josh Oliver,BAL,1,0,0,0,,0,,0,,5.0,0,,1,100.0,0,39.6
James Proche,BAL,3,0,0,0,,0,,0,,16.3,0,,0,0.0,0,39.6
Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Ja'Marr Chase,CIN,13,8,86,1,4,65,8.1,21,2.6,10.3,0,,1,7.7,0,106.6
Tyler Boyd,CIN,7,5,51,0,3,32,6.4,19,3.8,10.4,0,,0,0.0,0,92.0
Joe Mixon,CIN,5,5,41,0,1,-4,-0.8,45,9.0,-0.8,0,,0,0.0,0,100.8
Hayden Hurst,CIN,5,4,14,0,3,-2,-0.5,16,4.0,0.2,0,,1,20.0,0,79.2
Tee Higgins,CIN,7,1,7,0,,7,7.0,0,0.0,16.6,0,,2,28.6,0,39.6
Trenton Irwin,CIN,2,1,12,0,1,8,8.0,4,4.0,10.5,0,,0,0.0,0,68.7
Samaje Perine,CIN,1,1,4,0,,1,1.0,3,3.0,1.0,0,,0,0.0,0,83.3
