Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
D.J. Moore,CAR,12,8,126,0,6,93,11.6,33,4.1,12.6,2,4.0,1,8.3,0,101.4
Terrace Marshall Jr.,CAR,5,4,48,0,3,36,9.0,12,3.0,6.6,1,4.0,0,0.0,0,106.7
Chuba Hubbard,CAR,5,3,27,0,1,9,3.0,18,6.0,1.4,1,3.0,2,40.0,0,74.6
Dan Arnold,CAR,4,2,23,0,1,15,7.5,8,4.0,9.8,0,,0,0.0,0,67.7
Christian McCaffrey,CAR,2,2,9,0,1,-6,-3.0,15,7.5,-3.0,1,2.0,0,0.0,0,85.4
Robbie Chosen,CAR,2,1,8,0,1,3,3.0,5,5.0,3.0,0,,1,50.0,0,60.4
Alex Erickson,CAR,1,1,25,0,1,11,11.0,14,14.0,11.0,0,,0,0.0,0,118.7
Royce Freeman,CAR,1,1,8,0,0,5,5.0,3,3.0,5.0,0,,0,0.0,0,100.0
Tommy Tremble,CAR,1,1,30,0,1,25,25.0,5,5.0,25.0,0,,0,0.0,0,118.7
Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Brandin Cooks,HOU,11,9,112,0,5,94,10.4,18,2.0,11.4,0,,0,0.0,0,109.1
Jordan Akins,HOU,5,4,32,0,2,18,4.5,14,3.5,4.4,1,4.0,1,20.0,0,93.3
Anthony Miller,HOU,6,4,20,1,3,15,3.8,5,1.3,4.7,0,,0,0.0,0,111.1
Rex Burkhead,HOU,1,1,5,0,,1,1.0,4,4.0,1.0,0,,0,0.0,0,87.5
Mark Ingram,HOU,1,1,-1,0,0,-2,-2.0,1,1.0,-2.0,0,,0,0.0,0,79.2
Chris Conley,HOU,1,0,0,0,,0,,0,,16.0,0,,0,0.0,0,39.6
