Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Ja'Marr Chase,CIN,9,7,73,0,4,29,4.1,44,6.3,3.4,1,7.0,0,0.0,0,100.5
Tyler Boyd,CIN,7,4,26,0,1,23,5.8,3,0.8,10.1,0,,0,0.0,0,65.2
Tee Higgins,CIN,4,2,19,0,1,6,3.0,13,6.5,6.3,0,,1,25.0,0,63.5
Tanner Hudson,CIN,2,2,18,0,1,9,4.5,9,4.5,4.5,0,,0,0.0,0,104.2
Trenton Irwin,CIN,1,1,17,0,1,7,7.0,10,10.0,7.0,0,,0,0.0,0,118.7
Mitchell Wilcox,CIN,1,1,7,0,,-2,-2.0,9,9.0,-2.0,0,,0,0.0,0,95.8
Drew Sample,CIN,1,1,-1,0,,-7,-7.0,6,6.0,-7.0,0,,0,0.0,0,79.2
Joe Mixon,CIN,1,1,9,0,0,-5,-5.0,14,14.0,-5.0,0,,0,0.0,0,104.2
Chase Brown,CIN,1,1,-3,0,,-3,-3.0,0,0.0,-3.0,0,,0,0.0,0,79.2
Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Nick Westbrook-Ikhine,TEN,6,5,51,1,2,32,6.4,19,3.8,10.2,0,,0,0.0,0,141.7
DeAndre Hopkins,TEN,6,4,63,0,3,54,13.5,9,2.3,18.0,0,,0,0.0,0,101.4
Chigoziem Okonkwo,TEN,3,3,29,0,1,23,7.7,6,2.0,7.7,0,,0,0.0,0,106.9
Tyjae Spears,TEN,4,3,18,0,2,-2,-0.7,20,6.7,-2.3,1,3.0,0,0.0,0,83.3
Josh Whyle,TEN,2,2,26,1,2,16,8.0,10,5.0,8.0,0,,0,0.0,0,158.3
Derrick Henry,TEN,1,1,11,0,0,-5,-5.0,16,16.0,-5.0,0,,0,0.0,0,112.5
Chris Moore,TEN,3,1,44,0,1,38,38.0,6,6.0,26.0,0,,1,33.3,0,81.9
Colton Dowell,TEN,1,0,0,0,,0,,0,,37.0,0,,0,0.0,1,0.0
