Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%
Micah Parsons,DAL,0,7,5,71.4%,8,1.6,1.1,0,74.1,-1.6,-10,18,3,0,1,0.0,1,11,1,8.3%
Anthony Brown,DAL,0,9,4,44.4%,37,9.3,4.1,0,56.2,13.4,28,9,0,0,0,0.0,0,5,1,16.7%
Jayron Kearse,DAL,0,5,4,80.0%,41,10.3,8.2,0,100.8,5.8,35,6,2,0,0,0.0,0,6,0,0.0%
Trevon Diggs,DAL,0,6,4,66.7%,45,11.3,7.5,0,88.9,3.2,14,31,0,0,0,0.0,0,1,0,0.0%
Jourdan Lewis,DAL,0,4,3,75.0%,16,5.3,4.0,0,81.2,3.8,14,2,0,0,0,0.0,0,5,0,0.0%
Dorance Armstrong Jr.,DAL,0,1,1,100.0%,7,7.0,7.0,0,95.8,1.0,1,6,0,0,1,0.0,1,2,0,0.0%
Damontae Kazee,DAL,0,2,1,50.0%,20,20.0,10.0,1,125.0,14.0,15,5,0,0,0,0.0,0,2,0,0.0%
Leighton Vander Esch,DAL,0,1,1,100.0%,,,0.0,,79.2,,,,1,0,0,0.0,0,3,1,25.0%
Keanu Neal,DAL,0,1,1,100.0%,5,5.0,5.0,0,87.5,4.0,4,1,0,0,0,0.0,0,1,0,0.0%
Chauncey Golston,DAL,0,1,1,100.0%,11,11.0,11.0,0,112.5,-6.0,-6,17,0,0,0,0.0,0,2,0,0.0%
Randy Gregory,DAL,0,0,0,,,,,,,,,,2,3,2,1.0,6,1,1,50.0%
Osa Odighizuwa,DAL,0,0,0,,,,,,,,,,0,0,1,0.0,1,3,1,25.0%
Tarell Basham,DAL,0,0,0,,,,,,,,,,0,0,1,0.0,1,1,1,50.0%
Justin Hamilton,DAL,0,0,0,,,,,,,,,,0,0,1,0.0,1,3,0,0.0%
Malik Hooker,DAL,0,1,0,0.0%,,,0.0,,39.6,33.0,,,0,0,0,0.0,0,2,1,33.3%
Donovan Wilson,DAL,0,0,0,,,,,,,,,,2,0,0,0.0,0,4,0,0.0%
Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%
Cameron Dantzler,MIN,0,11,6,54.5%,60,10.0,5.5,1,100.6,12.2,52,8,0,0,0,0.0,0,7,0,0.0%
Bashaud Breeland,MIN,0,8,5,62.5%,112,22.4,14.0,0,106.2,16.0,80,32,0,0,0,0.0,0,7,2,22.2%
Anthony Barr,MIN,0,4,4,100.0%,33,8.3,8.3,0,101.0,-0.5,-2,35,8,0,1,0.0,1,6,1,14.3%
Eric Kendricks,MIN,0,6,3,50.0%,12,4.0,2.0,0,56.2,3.0,12,0,9,0,0,1.0,1,6,1,14.3%
Mackensie Alexander,MIN,0,4,3,75.0%,79,26.3,19.8,1,156.2,9.0,26,53,1,0,0,0.0,0,2,1,33.3%
Harrison Smith,MIN,0,6,3,50.0%,62,20.7,10.3,0,86.8,19.0,52,10,3,0,0,0.0,0,9,0,0.0%
Xavier Woods,MIN,1,5,1,20.0%,29,29.0,5.8,0,11.7,16.2,25,4,3,0,0,1.0,1,8,2,20.0%
Camryn Bynum,MIN,0,1,1,100.0%,2,2.0,2.0,0,79.2,-3.0,-3,5,0,0,0,0.0,0,1,0,0.0%
Everson Griffen,MIN,0,0,0,,,,,,,,,,0,0,1,1.0,2,1,1,50.0%
D.J. Wonnum,MIN,0,0,0,,,,,,,,,,0,0,1,0.0,1,2,0,0.0%
Sheldon Richardson,MIN,0,0,0,,,,,,,,,,0,0,0,0.0,0,3,1,25.0%
Nick Vigil,MIN,0,0,0,,,,,,,,,,1,0,0,0.0,0,4,0,0.0%
Armon Watts,MIN,0,0,0,,,,,,,,,,0,0,0,0.0,0,3,1,25.0%
