Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%
Jimmie Ward,SFO,1,8,7,87.5%,45,6.4,5.6,0,50.5,1.5,10,35,0,0,0,0.0,0,5,0,0.0%
Fred Warner,SFO,0,8,6,75.0%,80,13.3,10.0,0,106.2,2.1,7,73,1,0,0,1.0,1,6,2,25.0%
Charvarius Ward,SFO,0,8,6,75.0%,61,10.2,7.6,0,96.4,10.3,51,10,0,0,0,0.0,0,10,0,0.0%
Dre Greenlaw,SFO,0,6,4,66.7%,24,6.0,4.0,0,74.3,2.3,16,8,1,0,0,0.0,0,9,2,18.2%
Samuel Womack,SFO,1,5,3,60.0%,16,5.3,3.2,0,25.8,6.6,16,0,0,0,0,0.0,0,4,0,0.0%
Talanoa Hufanga,SFO,0,2,2,100.0%,23,11.5,11.5,0,114.6,11.5,23,0,3,1,0,0.0,1,6,1,14.3%
Oren Burks,SFO,0,2,2,100.0%,28,14.0,14.0,0,118.7,10.5,21,7,1,0,0,0.0,0,1,0,0.0%
Nick Bosa,SFO,0,0,0,,,,,,,,,,0,0,2,1.0,3,3,0,0.0%
Charles Omenihu,SFO,0,0,0,,,,,,,,,,0,0,2,0.0,2,0,1,100.0%
Drake Jackson,SFO,0,0,0,,,,,,,,,,0,1,0,0.0,1,0,0,
T.Y. McGill,SFO,0,0,0,,,,,,,,,,0,0,1,0.0,1,2,0,0.0%
Kerry Hyder,SFO,0,0,0,,,,,,,,,,0,1,0,0.0,1,1,0,0.0%
Kevin Givens,SFO,0,0,0,,,,,,,,,,0,0,0,1.0,1,2,0,0.0%
Azeez Al-Shaair,SFO,0,0,0,,,,,,,,,,2,0,0,0.0,0,3,0,0.0%
Tashaun Gipson,SFO,0,1,0,0.0%,,,0.0,,39.6,16.0,,,1,0,0,0.0,0,3,1,25.0%
Deommodore Lenoir,SFO,0,1,0,0.0%,,,0.0,,39.6,17.0,,,1,0,0,0.0,0,4,1,20.0%
Tarvarius Moore,SFO,0,1,0,0.0%,,,0.0,,39.6,14.0,,,0,0,0,0.0,0,0,0,
Hassan Ridgeway,SFO,0,0,0,,,,,,,,,,0,0,0,0.0,0,2,1,33.3%
Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%
Budda Baker,ARI,0,6,5,83.3%,74,14.8,12.3,1,157.6,7.7,37,37,2,0,0,0.0,0,10,2,16.7%
Tanner Vallejo,ARI,0,5,5,100.0%,77,15.4,15.4,1,158.3,1.6,8,69,0,0,0,0.0,0,3,2,40.0%
Ben Niemann,ARI,0,3,3,100.0%,18,6.0,6.0,0,91.7,2.3,7,11,1,0,0,0.0,0,7,0,0.0%
Marco Wilson,ARI,0,6,2,33.3%,17,8.5,2.8,1,81.9,14.7,9,8,0,0,0,0.0,0,3,1,25.0%
Zach Allen,ARI,0,1,1,100.0%,5,5.0,5.0,0,87.5,3.0,3,2,0,0,1,0.0,1,3,1,25.0%
Zaven Collins,ARI,0,1,1,100.0%,6,6.0,6.0,0,91.7,3.0,3,3,3,1,0,0.0,1,7,0,0.0%
Antonio Hamilton,ARI,0,3,1,33.3%,19,19.0,6.3,0,56.2,3.3,6,13,0,0,0,0.0,0,3,0,0.0%
Isaiah Simmons,ARI,0,3,1,33.3%,5,5.0,1.7,0,42.4,1.3,-4,9,2,0,0,0.0,0,3,2,40.0%
Trayvon Mullen,ARI,0,1,1,100.0%,7,7.0,7.0,1,135.4,7.0,7,0,0,0,0,0.0,0,0,0,
Cameron Thomas,ARI,0,0,0,,,,,,,,,,0,0,1,0.0,1,0,0,
Trysten Hill,ARI,0,0,0,,,,,,,,,,0,0,1,0.0,1,1,0,0.0%
Markus Golden,ARI,0,0,0,,,,,,,,,,5,0,1,0.0,1,1,0,0.0%
Myjai Sanders,ARI,0,0,0,,,,,,,,,,1,0,0,0.0,0,2,0,0.0%
Jalen Thompson,ARI,0,0,0,,,,,,,,,,0,0,0,0.0,0,2,1,33.3%
Leki Fotu,ARI,0,0,0,,,,,,,,,,0,0,0,0.0,0,3,1,25.0%
Michael Dogbe,ARI,0,0,0,,,,,,,,,,0,0,0,0.0,0,2,1,33.3%
Dennis Gardeck,ARI,0,0,0,,,,,,,,,,1,0,0,0.0,0,1,1,50.0%
