#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,15:00,DAL 10,7,3:15,10,Downs
2,1,11:08,DAL 25,3,1:31,-7,Punt
3,1,6:35,DAL 21,3,1:50,6,Punt
4,2,13:27,DAL 20,3,0:49,4,Interception
5,2,12:38,DAL 25,3,1:21,5,Punt
6,2,7:32,DAL 42,3,0:47,3,Punt
7,2,2:37,DAL 23,14,2:31,77,Touchdown
8,3,12:49,DAL 23,3,1:42,3,Punt
9,3,9:40,DAL 20,3,0:57,1,Punt
10,3,6:30,DAL 14,3,0:56,-2,Punt
11,3,1:49,DAL 28,3,1:05,0,Punt
12,4,14:19,DAL 25,9,3:36,30,Downs
13,4,9:12,DAL 9,3,0:23,0,Punt
14,4,5:19,DAL 25,3,1:12,6,Punt
15,4,1:53,DAL 29,3,1:53,13,End of Game
