Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Terry McLaurin,WAS,7,5,103,1,4,89,17.8,14,2.8,21.9,0,,0,0.0,0,153.3
John Bates,WAS,3,3,23,0,1,10,3.3,13,4.3,3.3,0,,0,0.0,0,98.6
DeAndre Carter,WAS,3,2,22,1,2,10,5.0,12,6.0,10.7,0,,0,0.0,0,127.8
Adam Humphries,WAS,2,2,30,0,1,21,10.5,9,4.5,10.5,1,2.0,0,0.0,0,118.7
Cam Sims,WAS,2,2,19,1,2,18,9.0,1,0.5,9.0,0,,0,0.0,0,145.8
J.D. McKissic,WAS,2,1,4,0,0,1,1.0,3,3.0,1.0,0,,0,0.0,0,56.2
Dax Milne,WAS,1,1,5,0,,4,4.0,1,1.0,4.0,0,,0,0.0,0,87.5
Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Christian McCaffrey,CAR,8,7,60,1,3,35,5.0,25,3.6,4.9,1,7.0,0,0.0,0,137.5
Robbie Chosen,CAR,6,5,30,0,1,18,3.6,12,2.4,3.3,0,,0,0.0,0,87.5
D.J. Moore,CAR,7,5,50,1,4,37,7.4,13,2.6,7.6,1,5.0,0,0.0,0,131.0
Tommy Tremble,CAR,2,2,35,0,2,28,14.0,7,3.5,14.0,0,,0,0.0,0,118.7
Ian Thomas,CAR,1,1,7,0,,3,3.0,4,4.0,3.0,0,,0,0.0,0,95.8
Brandon Zylstra,CAR,2,1,7,0,,-2,-2.0,9,9.0,1.0,0,,0,0.0,0,58.3
Terrace Marshall Jr.,CAR,1,0,0,0,,0,,0,,5.0,0,,0,0.0,0,39.6
