Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Michael Carter,NYJ,7,23,0,0,15,2.1,8,1.1,0,
Breece Hall,NYJ,7,50,0,1,33,4.7,17,2.4,0,
Braxton Berrios,NYJ,2,22,0,1,10,5.0,12,6.0,0,
Joe Flacco,NYJ,2,6,0,1,6,3.0,0,0.0,0,
Elijah Moore,NYJ,1,-6,0,0,-6,-6.0,0,0.0,0,
Garrett Wilson,NYJ,1,-2,0,0,-2,-2.0,0,0.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Nick Chubb,CLE,17,87,3,5,46,2.7,41,2.4,2,8.5
Kareem Hunt,CLE,13,58,0,4,26,2.0,32,2.5,0,
Jacoby Brissett,CLE,6,43,0,3,42,7.0,1,0.2,0,
Demetric Felton,CLE,1,-4,0,,-4,-4.0,0,0.0,0,
