Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Russell Gage,ATL,5,3,50,0,3,22,7.3,28,9.3,14.8,0,,0,0.0,0,93.7
Parker Hesse,ATL,3,3,31,0,3,13,4.3,18,6.0,4.3,0,,0,0.0,0,109.7
Cordarrelle Patterson,ATL,2,2,24,0,1,-8,-4.0,32,16.0,-4.0,1,2.0,0,0.0,0,116.7
Kyle Pitts,ATL,4,2,69,0,1,15,7.5,54,27.0,10.3,1,2.0,0,0.0,0,95.8
Olamide Zaccheaus,ATL,3,2,8,0,,8,4.0,0,0.0,6.7,0,,0,0.0,0,70.1
Mike Davis,ATL,2,1,15,0,1,3,3.0,12,12.0,0.5,1,1.0,1,50.0,0,75.0
Frank Darby,ATL,1,0,0,0,,0,,0,,33.0,0,,0,0.0,0,39.6
Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Stefon Diggs,BUF,9,5,52,0,4,43,8.6,9,1.8,12.2,1,5.0,1,11.1,1,32.9
Gabriel Davis,BUF,3,3,40,0,3,31,10.3,9,3.0,10.3,0,,0,0.0,0,118.7
Cole Beasley,BUF,6,2,22,0,1,14,7.0,8,4.0,10.2,0,,1,16.7,2,5.6
Isaiah McKenzie,BUF,2,1,6,0,,0,0.0,6,6.0,3.0,0,,0,0.0,0,56.2
Dion Dawkins,BUF,1,0,0,0,,0,,0,,1.0,0,,0,0.0,0,39.6
Dawson Knox,BUF,2,0,0,0,,0,,0,,10.0,0,,0,0.0,0,39.6
Devin Singletary,BUF,1,0,0,0,0,0,,0,,2.0,0,,1,100.0,0,39.6
