Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Elijah Moore,NYJ,8,7,84,2,5,71,10.1,13,1.9,10.9,0,,0,0.0,0,150.0
Keelan Cole,NYJ,8,5,66,0,5,57,11.4,9,1.8,11.0,0,,0,0.0,1,49.0
Jamison Crowder,NYJ,7,5,38,0,3,12,2.4,26,5.2,4.3,0,,0,0.0,0,84.2
Ryan Griffin,NYJ,7,4,28,1,3,15,3.8,13,3.3,4.9,0,,1,14.3,0,106.0
Jeff Smith,NYJ,4,3,40,0,2,32,10.7,8,2.7,17.0,0,,0,0.0,0,106.2
Ty Johnson,NYJ,3,2,40,1,2,1,0.5,39,19.5,3.0,1,2.0,0,0.0,0,149.3
Trevon Wesco,NYJ,2,2,16,0,1,3,1.5,13,6.5,1.5,0,,0,0.0,0,100.0
Tyler Kroft,NYJ,3,2,38,0,2,29,14.5,9,4.5,13.0,0,,1,33.3,0,109.7
Braxton Berrios,NYJ,3,2,5,0,,3,1.5,2,1.0,5.3,0,,0,0.0,0,70.1
Denzel Mims,NYJ,5,1,20,0,1,19,19.0,1,1.0,12.2,0,,1,20.0,0,43.7
Michael Carter,NYJ,2,1,37,0,1,-3,-3.0,40,40.0,-0.5,0,,0,0.0,0,95.8
Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Michael Pittman Jr.,IND,6,5,64,1,5,28,5.6,36,7.2,4.0,0,,0,0.0,0,150.7
Nyheim Hines,IND,6,4,34,0,2,-1,-0.3,35,8.8,3.5,0,,0,0.0,0,81.2
Zach Pascal,IND,7,4,58,0,3,56,14.0,2,0.5,20.3,0,,0,0.0,0,84.2
Ashton Dulin,IND,2,2,23,0,2,23,11.5,0,0.0,11.5,0,,0,0.0,0,114.6
Jonathan Taylor,IND,2,2,28,0,1,-3,-1.5,31,15.5,-1.5,0,,0,0.0,0,118.7
Kylen Granson,IND,1,1,27,0,1,2,2.0,25,25.0,2.0,0,,0,0.0,0,118.7
Mo Alie-Cox,IND,1,1,28,0,1,3,3.0,25,25.0,3.0,0,,0,0.0,0,118.7
Jack Doyle,IND,2,1,1,1,1,-1,-1.0,2,2.0,9.0,0,,0,0.0,0,95.8
Dezmon Patmon,IND,1,1,7,0,,4,4.0,3,3.0,4.0,0,,0,0.0,0,95.8
Danny Pinter,IND,1,1,2,1,1,2,2.0,0,0.0,2.0,0,,0,0.0,0,118.7
