Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%
Jordyn Brooks,SEA,0,8,7,87.5%,93,13.3,11.6,0,115.1,4.6,30,63,3,0,0,0.0,0,10,0,0.0%
Bobby Wagner,SEA,0,5,4,80.0%,22,5.5,4.4,0,85.0,0.6,3,19,0,0,0,0.0,0,15,0,0.0%
D.J. Reed,SEA,0,8,4,50.0%,37,9.3,4.6,0,63.0,7.3,29,8,0,0,0,0.0,0,8,0,0.0%
Blessuan Austin,SEA,0,3,3,100.0%,40,13.3,13.3,0,118.7,10.0,30,10,0,0,0,0.0,0,5,0,0.0%
Ugo Amadi,SEA,0,6,3,50.0%,30,10.0,5.0,0,64.6,0.8,-7,37,3,0,0,0.0,0,5,0,0.0%
Poona Ford,SEA,0,2,2,100.0%,19,9.5,9.5,0,106.2,-0.5,-1,20,0,0,0,0.0,0,6,0,0.0%
Ryan Neal,SEA,0,4,2,50.0%,22,11.0,5.5,0,66.7,12.3,9,13,1,0,0,0.0,0,7,0,0.0%
Sidney Jones,SEA,0,4,2,50.0%,7,3.5,1.8,0,56.2,15.8,6,1,0,0,0,0.0,0,7,0,0.0%
Darrell Taylor,SEA,0,1,1,100.0%,6,6.0,6.0,0,91.7,0.0,0,6,4,1,1,1.0,3,1,0,0.0%
Alton Robinson,SEA,0,2,1,50.0%,8,8.0,4.0,0,60.4,-1.0,-3,11,0,1,1,0.0,2,0,0,
Al Woods,SEA,0,1,1,100.0%,10,10.0,10.0,0,108.3,5.0,5,5,0,0,0,0.5,1,5,0,0.0%
Benson Mayowa,SEA,0,1,1,100.0%,13,13.0,13.0,0,118.7,-3.0,-3,16,2,1,0,0.0,1,3,1,25.0%
Carlos Dunlap,SEA,0,1,1,100.0%,19,19.0,19.0,0,118.7,-3.0,-3,22,0,0,0,0.0,0,2,0,0.0%
Rasheem Green,SEA,0,0,0,,,,,,,,,,0,0,0,0.5,1,2,0,0.0%
Quandre Diggs,SEA,0,1,0,0.0%,,,0.0,,39.6,18.0,,,0,0,0,0.0,0,1,2,66.7%
John Reid,SEA,0,0,0,,,,,,,,,,0,0,0,0.0,0,0,1,100.0%
Bryan Mone,SEA,0,0,0,,,,,,,,,,0,0,0,0.0,0,0,1,100.0%
Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%
Desmond King,HOU,0,6,4,66.7%,49,12.3,8.2,1,131.2,13.0,38,11,0,0,0,0.0,0,5,0,0.0%
Lonnie Johnson Jr.,HOU,0,8,3,37.5%,29,9.7,3.6,0,48.4,8.8,9,20,0,0,0,0.0,0,4,1,20.0%
Terrance Mitchell,HOU,0,3,3,100.0%,89,29.7,29.7,1,158.3,28.3,85,4,0,0,0,0.0,0,3,0,0.0%
Kamu Grugier-Hill,HOU,0,3,2,66.7%,26,13.0,8.7,0,93.7,5.3,11,15,0,0,0,0.0,0,6,0,0.0%
Christian Kirksey,HOU,0,2,2,100.0%,27,13.5,13.5,0,118.7,10.5,21,6,1,0,0,0.0,0,10,0,0.0%
Garret Wallow,HOU,0,2,2,100.0%,11,5.5,5.5,0,89.6,-1.0,-2,13,0,0,0,0.0,0,2,0,0.0%
Jonathan Owens,HOU,0,1,1,100.0%,29,29.0,29.0,0,118.7,29.0,29,0,0,0,0,0.0,0,2,0,0.0%
Jacob Martin,HOU,0,0,0,,,,,,,,,,0,4,0,0.0,4,0,0,
Jonathan Greenard,HOU,0,0,0,,,,,,,,,,1,2,0,0.0,2,4,0,0.0%
Ross Blacklock,HOU,0,0,0,,,,,,,,,,0,1,1,0.0,2,4,0,0.0%
Maliek Collins,HOU,0,0,0,,,,,,,,,,0,1,0,0.0,1,1,0,0.0%
Eric Murray,HOU,0,1,0,0.0%,,,0.0,,39.6,5.0,,,0,0,0,0.0,0,4,0,0.0%
Justin Reid,HOU,0,1,0,0.0%,,,0.0,,39.6,29.0,,,0,0,0,0.0,0,4,1,20.0%
Neville Hewitt,HOU,0,0,0,,,,,,,,,,2,0,0,0.0,0,3,0,0.0%
Jaleel Johnson,HOU,0,0,0,,,,,,,,,,0,0,0,0.0,0,2,1,33.3%
Tavierre Thomas,HOU,0,1,0,0.0%,,,0.0,,39.6,28.0,,,2,0,0,0.0,0,2,0,0.0%
