Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Cooper Kupp,LAR,12,9,130,2,7,68,7.6,62,6.9,10.2,0,,2,16.7,2,109.7
Tyler Higbee,LAR,5,5,36,0,3,21,4.2,15,3.0,4.2,0,,0,0.0,0,96.7
Van Jefferson,LAR,4,3,19,0,2,-1,-0.3,20,6.7,3.3,0,,0,0.0,0,84.4
Darrell Henderson,LAR,3,2,29,1,1,27,13.5,2,1.0,9.7,0,,1,33.3,0,137.5
Robert Woods,LAR,5,2,31,1,2,18,9.0,13,6.5,9.2,0,,0,0.0,0,100.8
DeSean Jackson,LAR,1,1,6,0,,5,5.0,1,1.0,5.0,0,,0,0.0,0,91.7
Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Sterling Shepard,NYG,14,10,76,0,5,50,5.0,26,2.6,7.0,0,,1,7.1,1,54.5
Dante Pettis,NYG,11,5,48,0,3,36,7.2,12,2.4,8.2,0,,2,18.2,1,20.3
Devontae Booker,NYG,4,4,28,0,1,-4,-1.0,32,8.0,-1.0,0,,0,0.0,0,95.8
Evan Engram,NYG,5,3,24,0,2,8,2.7,16,5.3,4.6,0,,0,0.0,1,32.5
Kadarius Toney,NYG,3,3,36,0,2,22,7.3,14,4.7,7.3,0,,0,0.0,0,116.7
Collin Johnson,NYG,5,2,21,0,2,16,8.0,5,2.5,7.4,0,,1,20.0,0,52.9
Elijhaa Penny,NYG,2,1,1,0,0,0,0.0,1,1.0,-1.0,0,,0,0.0,0,56.2
Kyle Rudolph,NYG,2,1,8,0,,0,0.0,8,8.0,6.0,1,1.0,0,0.0,0,60.4
John Ross,NYG,2,0,0,0,,0,,0,,13.5,0,,0,0.0,0,39.6
