Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%
Nick McCloud,NYG,0,7,5,71.4%,70,14.0,10.0,1,142.9,14.6,67,3,1,0,0,0.0,0,8,0,0.0%
Jason Pinnock,NYG,0,6,4,66.7%,48,12.0,8.0,1,130.6,8.8,23,25,3,0,0,0.0,0,8,0,0.0%
Jaylon Smith,NYG,0,3,3,100.0%,10,3.3,3.3,0,80.6,3.3,10,0,5,0,0,0.0,0,10,0,0.0%
Julian Love,NYG,1,3,3,100.0%,35,11.7,11.7,0,75.7,4.7,14,21,0,0,0,0.0,0,11,0,0.0%
Cordale Flott,NYG,0,2,2,100.0%,34,17.0,17.0,0,118.7,13.0,26,8,0,0,0,0.0,0,5,0,0.0%
Darnay Holmes,NYG,0,4,2,50.0%,35,17.5,8.8,0,80.2,18.0,32,3,3,0,0,0.0,0,2,0,0.0%
Rodarius Williams,NYG,1,4,1,25.0%,30,30.0,7.5,0,18.7,19.3,8,22,0,0,0,0.0,0,1,0,0.0%
Micah McFadden,NYG,0,1,1,100.0%,-1,-1.0,-1.0,0,79.2,-2.0,-2,1,2,0,0,0.0,0,3,0,0.0%
Kayvon Thibodeaux,NYG,0,0,0,,,,,,,,,,9,1,5,0.0,6,1,0,0.0%
Oshane Ximines,NYG,0,0,0,,,,,,,,,,5,0,1,0.0,1,2,0,0.0%
Leonard Williams,NYG,0,0,0,,,,,,,,,,0,0,1,0.0,1,6,0,0.0%
Jihad Ward,NYG,0,0,0,,,,,,,,,,3,0,1,0.0,1,1,0,0.0%
Dexter Lawrence,NYG,0,0,0,,,,,,,,,,0,0,1,0.0,1,5,0,0.0%
Tomon Fox,NYG,0,0,0,,,,,,,,,,1,0,0,0.0,0,1,0,0.0%
Tae Crowder,NYG,0,0,0,,,,,,,,,,2,0,0,0.0,0,0,0,
Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%
DaRon Bland,DAL,0,6,6,100.0%,42,7.0,7.0,1,135.4,2.7,16,26,0,0,0,0.0,0,5,0,0.0%
Trevon Diggs,DAL,0,5,5,100.0%,44,8.8,8.8,0,103.3,4.2,21,23,0,0,0,0.0,0,7,0,0.0%
Jayron Kearse,DAL,0,3,3,100.0%,53,17.7,17.7,0,118.7,9.7,29,24,4,0,0,0.0,0,5,0,0.0%
Leighton Vander Esch,DAL,0,4,2,50.0%,10,5.0,2.5,0,56.2,-0.5,-2,12,0,0,0,0.0,0,8,0,0.0%
Damone Clark,DAL,0,2,2,100.0%,11,5.5,5.5,0,89.6,-0.5,-1,12,0,0,0,0.0,0,7,0,0.0%
Anthony Brown,DAL,0,7,2,28.6%,58,29.0,8.3,0,61.6,17.6,51,7,0,0,0,0.0,0,2,0,0.0%
Malik Hooker,DAL,0,1,1,100.0%,10,10.0,10.0,0,108.3,10.0,10,0,0,0,0,0.0,0,1,0,0.0%
Micah Parsons,DAL,0,0,0,,,,,,,,,,4,1,0,2.0,3,3,0,0.0%
DeMarcus Lawrence,DAL,0,0,0,,,,,,,,,,0,0,2,0.0,2,1,0,0.0%
Dorance Armstrong Jr.,DAL,0,0,0,,,,,,,,,,0,0,1,1.0,2,1,0,0.0%
Neville Gallimore,DAL,0,0,0,,,,,,,,,,0,1,0,0.0,1,0,0,
Donovan Wilson,DAL,0,0,0,,,,,,,,,,2,0,1,0.0,1,2,0,0.0%
Israel Mukuamu,DAL,0,1,0,0.0%,,,0.0,,39.6,9.0,,,0,0,0,0.0,0,0,0,
