Unnamed: 0_level_0,Unnamed: 1_level_0,Off.,Off.,Def.,Def.,ST,ST
Player,Pos,Num,Pct,Num,Pct,Num,Pct
Bernhard Raimann,T,62,100%,0,0%,2,6%
Quenton Nelson,G,62,100%,0,0%,2,6%
Ryan Kelly,C,62,100%,0,0%,0,0%
Braden Smith,T,62,100%,0,0%,0,0%
Sam Ehlinger,QB,62,100%,0,0%,0,0%
Michael Pittman Jr.,WR,56,90%,0,0%,0,0%
Parris Campbell,WR,51,82%,0,0%,7,21%
Will Fries,G,50,81%,0,0%,2,6%
Alec Pierce,WR,44,71%,0,0%,0,0%
Deon Jackson,RB,39,63%,0,0%,0,0%
Mo Alie-Cox,TE,34,55%,0,0%,11,33%
Kylen Granson,TE,26,42%,0,0%,18,55%
Jordan Wilkins,RB,19,31%,0,0%,0,0%
Jelani Woods,TE,18,29%,0,0%,0,0%
Matt Pryor,T,12,19%,0,0%,2,6%
Mike Strachan,WR,12,19%,0,0%,0,0%
Phillip Lindsay,RB,9,15%,0,0%,0,0%
Keke Coutee,WR,1,2%,0,0%,7,21%
Danny Pinter,G,1,2%,0,0%,2,6%
Zaire Franklin,LB,0,0%,63,100%,15,46%
Kenny Moore,CB,0,0%,63,100%,13,40%
Rodney McLeod,FS,0,0%,63,100%,8,24%
Stephon Gilmore,CB,0,0%,63,100%,0,0%
DeForest Buckner,DT,0,0%,48,76%,0,0%
Grover Stewart,DT,0,0%,47,75%,8,24%
Kwity Paye,DE,0,0%,46,73%,0,0%
Yannick Ngakoue,DE,0,0%,46,73%,0,0%
Isaiah Rodgers,CB,0,0%,35,56%,20,61%
Shaquille Leonard,LB,0,0%,34,54%,0,0%
Julian Blackmon,FS,0,0%,33,52%,14,43%
Rodney Thomas II,FS,0,0%,30,48%,7,21%
Bobby Okereke,LB,0,0%,29,46%,22,67%
Brandon Facyson,CB,0,0%,25,40%,16,49%
Byron Cowart,DT,0,0%,21,33%,6,18%
Ifeadi Odenigbo,DE,0,0%,20,32%,9,27%
Dayo Odeyingbo,DE,0,0%,17,27%,6,18%
Eric Johnson,DT,0,0%,5,8%,0,0%
E.J. Speed,LB,0,0%,3,5%,31,94%
Ben Banogu,DE,0,0%,2,3%,22,67%
Nick Cross,SS,0,0%,0,0%,25,76%
JoJo Domann,LB,0,0%,0,0%,25,76%
Dallis Flowers,CB,0,0%,0,0%,18,55%
Trevor Denbow,DB,0,0%,0,0%,16,49%
Luke Rhodes,LS,0,0%,0,0%,11,33%
Matt Haack,P,0,0%,0,0%,11,33%
Chase McLaughlin,K,0,0%,0,0%,4,12%
Dennis Kelly,T,0,0%,0,0%,2,6%
