Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%
Tracy Walker,DET,0,4,4,100.0%,52,13.0,13.0,0,118.7,9.3,37,15,2,1,1,0.0,2,6,1,14.3%
Will Harris,DET,1,5,3,60.0%,44,14.7,8.8,0,49.2,15.6,34,10,4,1,0,0.0,1,4,1,20.0%
Jerry Jacobs,DET,0,5,3,60.0%,29,9.7,5.8,0,76.2,4.8,26,3,0,0,0,0.0,0,2,0,0.0%
Cameron Sutton,DET,0,7,3,42.9%,8,2.7,1.1,0,50.3,10.1,5,3,0,0,0,0.0,0,4,0,0.0%
Kerby Joseph,DET,0,9,2,22.2%,42,21.0,4.7,0,46.5,23.0,37,5,2,0,0,0.0,0,4,0,0.0%
Derrick Barnes,DET,0,1,1,100.0%,5,5.0,5.0,0,87.5,2.0,2,3,1,0,0,0.0,0,2,1,33.3%
Jack Campbell,DET,0,1,1,100.0%,7,7.0,7.0,0,95.8,-5.0,-5,12,0,0,0,0.0,0,7,0,0.0%
Isaiah Buggs,DET,0,1,1,100.0%,8,8.0,8.0,0,100.0,3.0,3,5,0,0,0,0.0,0,1,0,0.0%
Alex Anzalone,DET,0,4,1,25.0%,11,11.0,2.8,0,39.6,6.5,5,6,2,0,0,0.0,0,9,1,10.0%
Charles Harris,DET,0,0,0,,,,,,,,,,0,2,0,0.0,2,0,0,
Aidan Hutchinson,DET,0,0,0,,,,,,,,,,0,2,0,0.0,2,3,0,0.0%
John Cominsky,DET,0,0,0,,,,,,,,,,0,1,0,0.0,1,1,0,0.0%
Julian Okwara,DET,0,0,0,,,,,,,,,,0,0,0,1.0,1,2,0,0.0%
Benito Jones,DET,0,0,0,,,,,,,,,,0,1,0,0.0,1,2,1,33.3%
Alim McNeill,DET,0,0,0,,,,,,,,,,0,0,1,0.0,1,0,0,
Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%
Lavonte David,TAM,0,11,7,63.6%,98,14.0,8.9,1,122.5,7.6,48,50,3,0,0,1.0,1,12,1,7.7%
Ryan Neal,TAM,0,7,6,85.7%,107,17.8,15.3,1,158.3,12.0,70,37,0,0,0,0.0,0,6,0,0.0%
Jamel Dean,TAM,0,5,4,80.0%,23,5.8,4.6,0,85.8,6.8,16,7,0,0,0,0.0,0,6,0,0.0%
Antoine Winfield Jr.,TAM,0,4,3,75.0%,53,17.7,13.3,0,116.7,5.8,18,35,2,0,0,0.0,0,4,0,0.0%
Christian Izien,TAM,0,4,3,75.0%,18,6.0,4.5,0,83.3,5.0,16,2,4,0,0,0.0,0,5,0,0.0%
Joe Tryon-Shoyinka,TAM,0,2,2,100.0%,15,7.5,7.5,0,97.9,5.0,10,5,0,1,0,1.0,2,4,0,0.0%
Devin White,TAM,0,3,2,66.7%,5,2.5,1.7,0,70.1,2.3,0,5,9,1,0,0.0,1,7,0,0.0%
Zyon McCollum,TAM,0,1,1,100.0%,12,12.0,12.0,0,116.7,8.0,8,4,0,0,0,0.0,0,1,0,0.0%
Cam Gill,TAM,0,1,1,100.0%,19,19.0,19.0,0,118.7,-7.0,-7,26,1,0,0,0.0,0,4,0,0.0%
Carlton Davis,TAM,0,3,1,33.3%,3,3.0,1.0,0,42.4,7.3,2,1,1,0,0,0.0,0,3,0,0.0%
Calijah Kancey,TAM,0,0,0,,,,,,,,,,0,2,0,1.0,3,3,0,0.0%
YaYa Diaby,TAM,0,0,0,,,,,,,,,,2,0,0,0.0,0,3,0,0.0%
Shaquil Barrett,TAM,0,0,0,,,,,,,,,,0,0,0,0.0,0,4,2,33.3%
