Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%
Darnell Savage Jr.,GNB,0,6,5,83.3%,50,10.0,8.3,0,101.4,5.8,22,28,0,0,0,0.0,0,6,1,14.3%
Adrian Amos,GNB,0,5,4,80.0%,49,12.3,9.8,1,147.1,7.6,32,17,1,0,0,0.0,0,5,2,28.6%
Jaire Alexander,GNB,1,8,4,50.0%,35,8.8,4.4,1,62.0,11.9,33,2,1,0,0,0.0,0,5,0,0.0%
Ty Summers,GNB,0,3,3,100.0%,18,6.0,6.0,0,91.7,1.0,3,15,0,0,0,0.0,0,3,1,25.0%
Chandon Sullivan,GNB,0,5,3,60.0%,67,22.3,13.4,0,104.2,8.6,29,38,1,0,0,0.0,0,0,2,100.0%
De'Vondre Campbell,GNB,0,6,3,50.0%,11,3.7,1.8,0,56.2,-1.2,-3,14,2,0,0,0.0,0,12,0,0.0%
Eric Stokes,GNB,0,4,2,50.0%,22,11.0,5.5,0,66.7,11.5,22,0,0,0,0,0.0,0,5,0,0.0%
Oren Burks,GNB,0,1,1,100.0%,5,5.0,5.0,0,87.5,5.0,5,0,1,0,0,0.5,1,3,0,0.0%
Preston Smith,GNB,0,0,0,,,,,,,,,,4,1,2,1.0,4,4,1,20.0%
Kenny Clark,GNB,0,0,0,,,,,,,,,,0,1,1,1.0,3,3,2,40.0%
Rashan Gary,GNB,0,0,0,,,,,,,,,,5,1,1,0.5,3,1,0,0.0%
Jonathan Garvin,GNB,0,0,0,,,,,,,,,,3,0,1,0.5,2,2,0,0.0%
Dean Lowry,GNB,0,0,0,,,,,,,,,,0,0,1,0.0,1,2,0,0.0%
Tedarrell Slaton,GNB,0,0,0,,,,,,,,,,0,0,0,0.5,1,1,0,0.0%
Chauncey Rivers,GNB,0,0,0,,,,,,,,,,3,0,0,0.0,0,1,0,0.0%
Henry Black,GNB,0,0,0,,,,,,,,,,0,0,0,0.0,0,3,1,25.0%
Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%
Azeez Al-Shaair,SFO,0,5,5,100.0%,25,5.0,5.0,0,87.5,0.2,1,24,4,1,0,0.0,1,10,0,0.0%
Emmanuel Moseley,SFO,0,7,4,57.1%,33,8.3,4.7,0,69.3,16.3,15,18,0,0,0,0.0,0,6,0,0.0%
Deommodore Lenoir,SFO,0,3,3,100.0%,30,10.0,10.0,1,147.9,7.7,23,7,0,0,0,0.0,0,1,1,50.0%
Jaquiski Tartt,SFO,0,3,2,66.7%,61,30.5,20.3,0,109.7,26.3,51,10,1,0,0,0.0,0,4,4,50.0%
Fred Warner,SFO,0,3,2,66.7%,31,15.5,10.3,0,100.7,12.0,25,6,2,0,0,0.0,0,9,0,0.0%
Josh Norman,SFO,0,2,1,50.0%,1,1.0,0.5,1,95.8,20.0,0,1,1,0,0,0.0,0,1,1,50.0%
Dontae Johnson,SFO,0,1,1,100.0%,19,19.0,19.0,0,118.7,19.0,19,0,1,0,0,0.0,0,3,0,0.0%
Talanoa Hufanga,SFO,0,1,1,100.0%,17,17.0,17.0,0,118.7,17.0,17,0,0,0,0,0.0,0,1,0,0.0%
Marcell Harris,SFO,0,1,1,100.0%,6,6.0,6.0,0,91.7,-1.0,-1,7,0,0,0,0.0,0,0,0,
Jimmie Ward,SFO,0,3,1,33.3%,0,0.0,0.0,0,42.4,2.3,-8,8,3,0,0,0.0,0,4,0,0.0%
K'Waun Williams,SFO,0,1,1,100.0%,42,42.0,42.0,0,118.7,23.0,23,19,0,0,0,0.0,0,1,0,0.0%
Nick Bosa,SFO,0,0,0,,,,,,,,,,0,1,1,0.0,2,4,0,0.0%
Arik Armstead,SFO,0,0,0,,,,,,,,,,0,0,0,1.0,1,1,0,0.0%
Zach Kerr,SFO,0,0,0,,,,,,,,,,0,0,0,0.0,0,2,1,33.3%
