Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Tyreek Hill,MIA,12,6,76,0,4,66,11.0,10,1.7,9.5,0,,1,8.3,1,35.4
De'Von Achane,MIA,5,4,30,1,2,-14,-3.5,44,11.0,-2.8,0,,0,0.0,0,131.2
Jeff Wilson,MIA,4,3,13,0,0,3,1.0,10,3.3,6.0,0,,0,0.0,0,78.1
Durham Smythe,MIA,3,3,54,0,3,38,12.7,16,5.3,12.7,0,,0,0.0,0,118.7
Cedrick Wilson Jr.,MIA,4,2,27,1,2,25,12.5,2,1.0,12.0,0,,1,25.0,1,71.9
Braxton Berrios,MIA,2,2,10,0,1,1,0.5,9,4.5,0.5,0,,0,0.0,0,87.5
Alec Ingold,MIA,2,1,18,0,1,0,0.0,18,18.0,-2.0,0,,0,0.0,0,81.2
Julian Hill,MIA,1,1,9,0,,3,3.0,6,6.0,3.0,0,,0,0.0,0,104.2
Robbie Chosen,MIA,1,0,0,0,,0,,0,,23.0,0,,0,0.0,0,39.6
Chase Claypool,MIA,1,0,0,0,,0,,0,,30.0,0,,1,100.0,0,39.6
River Cracraft,MIA,1,0,0,0,,0,,0,,1.0,0,,0,0.0,0,39.6
Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Justice Hill,BAL,5,5,64,1,3,3,0.6,61,12.2,0.6,0,,0,0.0,0,158.3
Rashod Bateman,BAL,6,4,54,0,4,40,10.0,14,3.5,15.5,0,,1,16.7,0,95.1
Zay Flowers,BAL,3,3,106,1,2,61,20.3,45,15.0,20.3,1,3.0,0,0.0,0,158.3
Isaiah Likely,BAL,3,2,42,2,2,15,7.5,27,13.5,9.3,1,2.0,1,33.3,0,149.3
Nelson Agholor,BAL,2,2,18,0,1,8,4.0,10,5.0,4.0,0,,0,0.0,0,104.2
Charlie Kolar,BAL,1,1,19,1,1,19,19.0,0,0.0,19.0,0,,0,0.0,0,158.3
Patrick Ricard,BAL,1,1,4,1,1,4,4.0,0,0.0,4.0,0,,0,0.0,0,122.9
Odell Beckham Jr.,BAL,1,1,33,0,1,33,33.0,0,0.0,33.0,0,,0,0.0,0,118.7
