Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Adam Trautman,NOR,6,5,32,0,1,8,1.6,24,4.8,2.0,0,,1,16.7,0,88.9
Tre'Quan Smith,NOR,7,4,44,1,2,28,7.0,16,4.0,6.1,0,,0,0.0,0,115.5
Mark Ingram,NOR,7,4,61,0,3,21,5.3,40,10.0,0.3,1,4.0,0,0.0,0,86.0
Deonte Harty,NOR,4,3,84,0,3,62,20.7,22,7.3,14.5,0,,0,0.0,0,116.7
Marquez Callaway,NOR,4,2,37,1,2,37,18.5,0,0.0,23.3,0,,0,0.0,0,121.9
Juwan Johnson,NOR,3,2,36,0,2,27,13.5,9,4.5,11.7,0,,1,33.3,0,107.6
Taysom Hill,NOR,2,1,15,0,1,6,6.0,9,9.0,4.0,0,,0,0.0,0,75.0
Kevin White,NOR,2,0,0,0,,0,,0,,14.0,0,,0,0.0,0,39.6
Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Marcus Johnson,TEN,6,5,100,0,4,36,7.2,64,12.8,5.3,0,,0,0.0,0,118.7
Geoff Swaim,TEN,5,4,26,0,2,17,4.3,9,2.3,6.2,0,,0,0.0,0,88.3
D'Onta Foreman,TEN,2,2,48,0,2,3,1.5,45,22.5,1.5,0,,0,0.0,0,118.7
Jeremy McNichols,TEN,3,1,1,0,,-2,-2.0,3,3.0,4.7,0,,1,33.3,0,42.4
Adrian Peterson,TEN,1,1,-1,0,0,-1,-1.0,0,0.0,-1.0,0,,0,0.0,0,79.2
MyCole Pruitt,TEN,1,1,2,1,1,2,2.0,0,0.0,2.0,0,,0,0.0,0,118.7
Chester Rogers,TEN,1,1,9,0,,7,7.0,2,2.0,7.0,0,,0,0.0,0,104.2
Dez Fitzpatrick,TEN,1,1,0,0,,-1,-1.0,1,1.0,-1.0,0,,0,0.0,0,79.2
Anthony Firkser,TEN,2,1,2,0,,1,1.0,1,1.0,-3.0,0,,0,0.0,0,56.2
Nick Westbrook-Ikhine,TEN,1,1,10,0,,10,10.0,0,0.0,10.0,0,,0,0.0,0,108.3
A.J. Brown,TEN,4,1,16,0,1,16,16.0,0,0.0,12.8,0,,1,25.0,0,43.7
