Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
A.J. Brown,PHI,8,8,130,2,7,104,13.0,26,3.3,13.0,2,4.0,0,0.0,0,158.3
DeVonta Smith,PHI,7,7,99,1,4,61,8.7,38,5.4,8.7,1,7.0,0,0.0,0,158.3
Kenneth Gainwell,PHI,5,5,30,0,2,-1,-0.2,31,6.2,-0.2,2,2.5,0,0.0,0,91.7
Dallas Goedert,PHI,7,4,36,0,3,13,3.3,23,5.8,3.6,0,,0,0.0,0,71.1
D'Andre Swift,PHI,3,2,7,0,0,0,0.0,7,3.5,10.0,0,,0,0.0,0,70.1
Olamide Zaccheaus,PHI,2,1,5,0,,1,1.0,4,4.0,18.0,0,,0,0.0,0,56.2
Julio Jones,PHI,2,1,8,1,1,8,8.0,0,0.0,9.5,0,,0,0.0,0,100.0
Boston Scott,PHI,1,1,4,0,,-4,-4.0,8,8.0,-4.0,0,,0,0.0,0,83.3
Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Jahan Dotson,WAS,10,8,108,1,6,83,10.4,25,3.1,9.9,0,,1,10.0,0,145.0
Jamison Crowder,WAS,7,7,95,1,5,55,7.9,40,5.7,7.9,2,3.5,0,0.0,0,158.3
Logan Thomas,WAS,8,6,44,1,3,17,2.8,27,4.5,6.6,1,6.0,0,0.0,0,127.1
Terry McLaurin,WAS,12,5,63,1,2,55,11.0,8,1.6,10.5,0,,3,25.0,1,51.7
Antonio Gibson,WAS,5,5,28,0,2,9,1.8,19,3.8,1.8,1,5.0,0,0.0,0,90.0
Curtis Samuel,WAS,4,4,22,0,,4,1.0,18,4.5,1.0,2,2.0,0,0.0,0,89.6
Brian Robinson Jr.,WAS,2,2,20,0,1,-3,-1.5,23,11.5,-1.5,0,,0,0.0,0,108.3
Alex Armah,WAS,1,1,0,0,,-6,-6.0,6,6.0,-6.0,0,,0,0.0,0,79.2
John Bates,WAS,1,1,17,0,1,17,17.0,0,0.0,17.0,0,,0,0.0,0,118.7
Byron Pringle,WAS,1,0,0,0,,0,,0,,38.0,0,,0,0.0,0,39.6
