Unnamed: 0_level_0,Unnamed: 1_level_0,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Fumbles,Fumbles
Player,Tm,Cmp,Att,Yds,TD,Int,Sk,Yds.1,Lng,Rate,Att,Yds,TD,Lng,Tgt,Rec,Yds,TD,Lng,Fmb,FL
Joe Flacco,CLE,34,46,307,1,2,4,39,47,80.6,3,13,0,8,0,0,0,0,0,0,0
Kareem Hunt,CLE,0,0,0,0,0,0,0,0,,8,26,1,14,6,5,9,1,11,0,0
Jerome Ford,CLE,0,0,0,0,0,0,0,0,,9,17,0,7,4,4,15,0,11,0,0
David Njoku,CLE,0,0,0,0,0,0,0,0,,0,0,0,0,11,7,93,0,45,0,0
Harrison Bryant,CLE,0,0,0,0,0,0,0,0,,0,0,0,0,6,4,65,0,47,0,0
Amari Cooper,CLE,0,0,0,0,0,0,0,0,,0,0,0,0,5,4,59,0,19,0,0
David Bell,CLE,0,0,0,0,0,0,0,0,,0,0,0,0,8,8,54,0,16,0,0
Elijah Moore,CLE,0,0,0,0,0,0,0,0,,0,0,0,0,2,2,12,0,7,0,0
Marquise Goodwin,CLE,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0
,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Fumbles,Fumbles
Player,Tm,Cmp,Att,Yds,TD,Int,Sk,Yds,Lng,Rate,Att,Yds,TD,Lng,Tgt,Rec,Yds,TD,Lng,Fmb,FL
C.J. Stroud,HOU,16,21,274,3,0,0,0,76,157.2,1,1,0,1,0,0,0,0,0,0,0
Davis Mills,HOU,1,1,6,0,0,0,0,6,91.7,3,-4,0,-1,0,0,0,0,0,0,0
Devin Singletary,HOU,0,0,0,0,0,0,0,0,,13,66,1,29,3,3,4,0,3,0,0
John Metchie,HOU,0,0,0,0,0,0,0,0,,1,9,0,9,3,3,44,0,27,0,0
Nico Collins,HOU,0,0,0,0,0,0,0,0,,1,4,0,4,7,6,96,1,38,0,0
Brevin Jordan,HOU,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,76,1,76,0,0
Dalton Schultz,HOU,0,0,0,0,0,0,0,0,,0,0,0,0,2,1,37,1,37,0,0
Xavier Hutchinson,HOU,0,0,0,0,0,0,0,0,,0,0,0,0,2,2,12,0,6,0,0
Robert Woods,HOU,0,0,0,0,0,0,0,0,,0,0,0,0,2,1,11,0,11,0,0
Dameon Pierce,HOU,0,0,0,0,0,0,0,0,,3,0,0,1,0,0,0,0,0,0,0
Andrew Beck,HOU,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0
Noah Brown,HOU,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0
