Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Breece Hall,NYJ,6,5,50,1,4,0,0.0,50,10.0,0.7,2,2.5,1,16.7,0,141.0
Jeremy Ruckert,NYJ,4,3,25,0,1,23,7.7,2,0.7,8.0,0,,1,25.0,0,90.6
Tyler Conklin,NYJ,3,2,18,0,1,11,5.5,7,3.5,5.7,0,,0,0.0,1,43.1
Garrett Wilson,NYJ,8,2,9,0,,9,4.5,0,0.0,12.9,0,,1,12.5,1,0.0
Israel Abanikanda,NYJ,2,1,5,0,0,-5,-5.0,10,10.0,-0.5,0,,1,50.0,0,56.2
Brandin Echols,NYJ,1,1,18,0,1,10,10.0,8,8.0,10.0,0,,0,0.0,0,118.7
Xavier Gipson,NYJ,2,1,7,0,1,3,3.0,4,4.0,6.5,0,,0,0.0,0,58.3
Dalvin Cook,NYJ,1,0,0,0,,0,,0,,0.0,0,,0,0.0,0,39.6
Allen Lazard,NYJ,1,0,0,0,,0,,0,,6.0,0,,0,0.0,0,39.6
Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Dalton Kincaid,BUF,7,6,46,0,4,24,4.0,22,3.7,6.4,0,,0,0.0,0,94.0
Stefon Diggs,BUF,8,4,27,0,,6,1.5,21,5.3,4.5,0,,2,25.0,0,57.8
James Cook,BUF,4,3,29,1,2,0,0.0,29,9.7,0.8,1,3.0,1,25.0,0,134.4
Ty Johnson,BUF,3,3,47,1,2,4,1.3,43,14.3,1.3,1,3.0,0,0.0,0,158.3
Khalil Shakir,BUF,4,3,115,1,2,45,15.0,70,23.3,14.5,0,,0,0.0,0,156.2
Quintin Morris,BUF,2,1,11,0,,6,6.0,5,5.0,9.0,0,,1,50.0,0,66.7
Deonte Harty,BUF,1,0,0,0,,0,,0,,4.0,0,,0,0.0,0,39.6
