#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,13:37,DEN 36,10,4:09,49,Field Goal
2,1,6:25,DEN 14,3,1:10,-4,Punt
3,1,4:12,DEN 13,3,1:31,5,Punt
4,1,0:12,DEN 34,10,4:14,40,Field Goal
5,2,5:39,DEN 38,4,1:51,13,Punt
6,2,0:12,DEN 13,1,0:12,-1,End of Half
7,3,15:00,DEN 25,4,2:12,11,Punt
8,3,8:51,DEN 25,8,4:21,59,Missed FG
9,3,3:38,IND 27,4,0:19,0,Field Goal
10,3,1:52,DEN 22,7,2:45,43,Interception
11,4,10:44,DEN 20,3,2:11,8,Punt
12,4,6:47,DEN 15,11,4:34,72,Interception
13,4,0:05,DEN 25,1,0:05,-1,End of Half
14,5,5:50,DEN 25,6,3:17,70,Downs
