Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Zach Ertz,ARI,11,8,75,0,5,42,5.3,33,4.1,5.3,0,,1,9.1,0,91.1
Marquise Brown,ARI,11,6,68,0,2,43,7.2,25,4.2,8.5,0,,0,0.0,1,35.4
Greg Dortch,ARI,4,4,55,1,3,21,5.3,34,8.5,5.3,1,4.0,0,0.0,0,158.3
Eno Benjamin,ARI,4,3,20,0,0,-6,-2.0,26,8.7,-2.5,0,,0,0.0,0,85.4
A.J. Green,ARI,7,3,16,0,1,7,2.3,9,3.0,7.0,0,,0,0.0,0,50.3
Andre Baccellia,ARI,2,2,12,0,1,7,3.5,5,2.5,3.5,0,,0,0.0,0,91.7
James Conner,ARI,4,2,26,0,1,-2,-1.0,28,14.0,4.8,0,,0,0.0,0,70.8
Darrel Williams,ARI,3,2,3,0,0,1,0.5,2,1.0,-0.3,0,,1,33.3,0,70.1
Stephen Anderson,ARI,1,1,2,0,,2,2.0,0,0.0,2.0,0,,0,0.0,0,79.2
Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Hunter Renfrow,LVR,10,7,59,0,3,10,1.4,49,7.0,1.9,0,,0,0.0,0,85.0
Darren Waller,LVR,8,6,50,1,3,38,6.3,12,2.0,8.3,0,,0,0.0,0,130.2
Mack Hollins,LVR,8,5,66,0,3,48,9.6,18,3.6,7.6,0,,0,0.0,0,88.5
Foster Moreau,LVR,4,3,30,0,2,13,4.3,17,5.7,3.3,0,,0,0.0,0,95.8
Davante Adams,LVR,7,2,12,1,2,4,2.0,8,4.0,11.6,0,,0,0.0,0,79.2
Ameer Abdullah,LVR,1,1,23,0,1,-3,-3.0,26,26.0,-3.0,0,,0,0.0,0,118.7
Josh Jacobs,LVR,1,1,12,0,0,-4,-4.0,16,16.0,-4.0,0,,0,0.0,0,116.7
