Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%
Bobby Okereke,IND,0,6,5,83.3%,28,5.6,4.7,1,125.7,3.8,10,18,0,0,0,0.0,0,8,0,0.0%
Isaiah Rodgers,IND,0,7,4,57.1%,68,17.0,9.7,0,90.2,9.0,48,20,0,0,0,0.0,0,4,1,20.0%
Shaquille Leonard,IND,0,5,4,80.0%,32,8.0,6.4,1,132.9,6.8,24,8,2,0,0,0.0,0,8,0,0.0%
Xavier Rhodes,IND,0,5,3,60.0%,40,13.3,8.0,0,85.4,11.0,33,7,0,0,0,0.0,0,4,0,0.0%
Tyquan Lewis,IND,0,1,1,100.0%,-7,-7.0,-7.0,0,79.2,-4.0,-4,-3,0,1,0,0.0,1,2,0,0.0%
Julian Blackmon,IND,0,1,1,100.0%,10,10.0,10.0,0,108.3,4.0,4,6,0,0,0,0.0,0,3,2,40.0%
Andrew Sendejo,IND,0,4,1,25.0%,22,22.0,5.5,0,50.0,12.8,21,1,0,0,0,0.0,0,4,0,0.0%
Kenny Moore,IND,0,1,1,100.0%,6,6.0,6.0,0,91.7,4.0,4,2,1,0,0,0.0,0,3,1,25.0%
DeForest Buckner,IND,0,0,0,,,,,,,,,,0,3,0,0.0,3,3,1,25.0%
Kemoko Turay,IND,0,0,0,,,,,,,,,,0,1,0,2.0,3,3,0,0.0%
Grover Stewart,IND,0,0,0,,,,,,,,,,0,1,1,1.0,3,3,0,0.0%
Al-Quadin Muhammad,IND,0,0,0,,,,,,,,,,0,1,0,0.0,1,1,1,50.0%
Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%
Xavien Howard,MIA,0,7,5,71.4%,81,16.2,11.6,0,109.8,14.4,59,22,0,0,0,0.0,0,5,1,16.7%
Eric Rowe,MIA,0,5,5,100.0%,29,5.8,5.8,2,130.4,5.0,25,4,0,0,0,0.0,0,6,1,14.3%
Nik Needham,MIA,0,6,4,66.7%,48,12.0,8.0,0,91.0,7.7,37,11,0,0,0,0.0,0,6,0,0.0%
Jerome Baker,MIA,0,3,2,66.7%,13,6.5,4.3,0,75.7,8.7,11,2,3,0,1,0.0,1,4,0,0.0%
Byron Jones,MIA,0,3,2,66.7%,33,16.5,11.0,0,103.5,16.7,22,11,0,0,0,0.0,0,1,0,0.0%
Justin Coleman,MIA,0,2,2,100.0%,6,3.0,3.0,0,79.2,-0.5,-1,7,0,0,0,0.0,0,3,0,0.0%
Samuel Eguavoen,MIA,0,1,1,100.0%,3,3.0,3.0,0,79.2,1.0,1,2,0,0,0,0.5,1,2,0,0.0%
Jason McCourty,MIA,0,2,1,50.0%,2,2.0,1.0,0,56.2,3.5,1,1,0,0,0,0.0,0,8,1,11.1%
Andrew Van Ginkel,MIA,0,2,1,50.0%,7,7.0,3.5,0,58.3,11.0,-1,8,2,0,0,0.0,0,6,2,25.0%
Elandon Roberts,MIA,0,1,1,100.0%,6,6.0,6.0,0,91.7,5.0,5,1,0,0,0,0.0,0,6,1,14.3%
Jaelan Phillips,MIA,0,0,0,,,,,,,,,,1,1,2,0.5,4,2,0,0.0%
Christian Wilkins,MIA,0,0,0,,,,,,,,,,0,0,1,0.0,1,7,0,0.0%
Adam Butler,MIA,0,0,0,,,,,,,,,,0,0,1,0.0,1,0,0,
Zach Sieler,MIA,0,0,0,,,,,,,,,,0,1,0,0.0,1,1,1,50.0%
Emmanuel Ogbah,MIA,0,0,0,,,,,,,,,,0,0,0,1.0,1,4,0,0.0%
Greg Mancz,MIA,0,0,0,,,,,,,,,,0,0,1,0.0,1,0,0,
Brandon Jones,MIA,0,0,0,,,,,,,,,,2,0,0,0.0,0,0,0,
